,Al,Ti,V,Nb,Ta,Zr,Mo,Fe,Cr,Sn,W,Si,Moeq,Bo,Md
0,0.0092700641304775,0.9405744388897967,0.0,0.0,0.0,0.0,0.044316027058522625,0.004478912532340297,0.0,0.0,0.0013605573888628365,0.0,9.67,2.7985571899267563,2.4160426632657077
1,0.009269862556409011,0.9405539864513135,0.0,0.0,0.0013822724290792265,0.0,0.044315063423131566,0.004478815140066755,0.0,0.0,0.0,0.0,9.575,2.7985905514794065,2.416669645231949
2,0.009210349340882187,0.9448990652569481,0.0,0.0,0.0,0.0,0.04144052459250579,0.0044500608096639475,0.0,0.0,0.0,0.0,8.95,2.79734213760113,2.418007758884161
3,0.009932880780097169,0.8588919076732707,0.0,0.12404351210867991,0.0,0.0,0.0,0.004799158191576359,0.0,0.0,0.0023325412463758204,0.0,7.322000000000001,2.8248281949665337,2.433725718894276
4,0.0,0.8504385732695795,0.14269709805372133,0.0,0.0,0.0,0.0025253693135496515,0.004338959363149594,0.0,0.0,0.0,0.0,12.0,2.792226766941927,2.35730885719399
5,0.0,0.9090289040465489,0.0,0.08363385447579148,0.0,0.0,0.0026993527475865503,0.00463788873007305,0.0,0.0,0.0,0.0,6.15,2.8159351177996306,2.4369097363686816
6,0.0,0.7447224245158555,0.20790236012457453,0.0,0.0,0.0,0.0,0.004625591316324616,0.0,0.04134451010144735,0.001405113941798021,0.0,12.270000000000001,2.771984624757968,2.3057460562294656
7,0.00924853712692502,0.9415181982121206,0.0,0.0,0.0005516369979412668,0.0,0.04421311609064872,0.004468511572364418,0.0,0.0,0.0,0.0,9.5,2.798277869567259,2.416669914313467
8,0.09781453773001218,0.755373774026517,0.0,0.07385963046822693,0.0,0.0,0.07151644427598844,0.0,0.0,0.0,0.0014356134992554333,0.0,11.860000000000001,2.797223053890553,2.385845690699566
9,0.0,0.9468079507703471,0.0,0.0,0.0,0.0,0.0025124375605381907,0.004316740691801224,0.046362870977313515,0.0,0.0,0.0,9.95,2.789575876917116,2.39447319062608
10,0.037363038226536166,0.8898295541051214,0.0,0.0,0.0,0.0,0.06829433802276802,0.004513069645574352,0.0,0.0,0.0,0.0,12.45,2.7944168916850214,2.3979099643428214
11,0.10229131591049377,0.7705509204991303,0.0,0.0,0.0,0.046758441618481604,0.044455362982849043,0.03594395898904523,0.0,0.0,0.0,0.0,13.155,2.7737465635224914,2.369774928242835
12,0.00948634375356356,0.9197403361666311,0.0,0.0,0.0014145529497902817,0.0,0.06935876713001511,0.0,0.0,0.0,0.0,0.0,12.625,2.8059826660444225,2.411067334715465
13,0.008922804230947351,0.8449841734719702,0.141781891421276,0.0,0.0,0.0,0.0,0.004311130875806633,0.0,0.0,0.0,0.0,11.0,2.788279580439518,2.356899628353281
14,0.010216204279971832,0.8315621051787176,0.0,0.15428485180585105,0.0024374173696947183,0.0,0.0,0.0,0.0,0.0,0.001499421365764795,0.0,7.200000000000001,2.835320472756502,2.440570505998205
15,0.00897578928737412,0.8368470361562032,0.14737794242687338,0.0,0.002141474868377023,0.0,0.0,0.0,0.004657757261172561,0.0,0.0,0.0,10.885,2.7896503286093326,2.355707180253434
16,0.009014159072193165,0.8251809077224969,0.1623313054634907,0.0,0.0021506292644155535,0.0,0.0,0.0,0.0,0.0,0.0013229984774038074,0.0,11.31,2.790358342929208,2.351117530496846
17,0.09765445324297575,0.7354216982658269,0.0,0.14747750175973837,0.0,0.0,0.0,0.018873041148908382,0.0,0.0,0.0005733055825504725,0.0,8.168000000000001,2.7975930317137716,2.3913780230969683
18,0.09273287487962262,0.801857160804528,0.0,0.08079516166884734,0.002212453018548513,0.0,0.0,0.022402349628453555,0.0,0.0,0.0,0.0,6.65,2.778880220269702,2.389311864489054
19,0.0,0.7988321860026123,0.19002847242700455,0.0,0.0,0.0,0.0025222591043190376,0.0,0.0,0.0,0.0,0.008617082466064149,11.9,2.791565691937155,2.3343793910606556
20,0.0,0.8530154608886094,0.14312948011728696,0.0,0.0,0.0,0.0025330213570035898,0.0,0.0,0.0,0.0013220376371001652,0.0,10.770000000000001,2.7932813396406497,2.3629737364391437
21,0.0,0.7953610275835323,0.0,0.12943922929614346,0.0,0.0,0.021398280928560998,0.0,0.0,0.05188691066705655,0.001914551524706665,0.0,6.039000000000001,2.8101731635985843,2.4149006183716746
22,0.0,0.8504385732695795,0.14269709805372133,0.0,0.0,0.0,0.0025253693135496515,0.004338959363149594,0.0,0.0,0.0,0.0,12.0,2.792226766941927,2.35730885719399
23,0.03537337539183227,0.8005712339423838,0.1592551828744563,0.0,0.0005274688942803557,0.0,0.0,0.004272738897047265,0.0,0.0,0.0,0.0,10.89,2.7791057323823756,2.340420245422689
24,0.0,0.8548824779969285,0.14259397765371054,0.0,0.0,0.0,0.00252354434936089,0.0,0.0,0.0,0.0,0.0,10.55,2.792827837272181,2.3637820202953272
25,0.0,0.883515659249935,0.0,0.09577325749064139,0.0005785159116512855,0.0,0.0,0.0,0.020132567347772294,0.0,0.0,0.0,8.010000000000002,2.8195772729565074,2.4253373526543025
