,Si,Fe,Ti,Cr,V,Al,Zr,W,Mo,Nb,Sn,Ta,Moeq,Bo,Md
31,0.0,0.0,0.8093145983545807,0.0,0.0,0.0,0.0,0.0,0.03241758980869947,0.15826781183671976,0.0,0.0,12.780000000000001,2.8477547558753216,2.4276048916807276
32,0.0,0.0,0.9025410150914152,0.06207651472769678,0.0,0.0,0.03538247018088794,0.0,0.0,0.0,0.0,0.0,9.295,2.799790369511538,2.404079120206954
33,0.0,0.0,0.9962873100873503,0.0,0.0,0.0,0.0,0.0018416280533190203,0.0,0.0,0.0,0.0018710618593306843,0.483,2.7912793012960653,2.446466558676189
34,0.0,0.0,0.9336229641135441,0.0650420329552504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013350029312056504,11.325000000000001,2.7897571286751397,2.384086410312584
35,0.0,0.008627997755657896,0.9109754817965765,0.0,0.08039652044776567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.595,2.7900066561186803,2.388019820059673
36,0.0,0.004307896032325111,0.9941217746339595,0.0,0.0,0.0,0.0,0.0015703293337153775,0.0,0.0,0.0,0.0,1.714,2.789927262778301,2.4400440561640804
37,0.0,0.0,0.848946316458542,0.0,0.0,0.0,0.0,0.0,0.08012495058221406,0.07092873295924396,0.0,0.0,17.36,2.833791089993351,2.406427913158981
38,0.015353572252122777,0.0,0.9769109195155264,0.0,0.0,0.0,0.0,0.0,0.0,0.007735508232350766,0.0,0.0,-3.18,2.7888743039980604,2.4430297509643815
39,0.0,0.03455608537331526,0.9322971690294627,0.0,0.03314674559722217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.945,2.785693905317068,2.376866727099838
40,0.0,0.0,0.7714767391778435,0.0,0.18370962998832893,0.0,0.0,0.0,0.0448136308338275,0.0,0.0,0.0,20.895000000000003,2.80498976566746,2.319587538171471
41,0.0,0.0,0.9250131647242066,0.034258076891301004,0.0,0.0,0.0,0.0,0.0,0.0,0.04072875838449241,0.0,2.4650000000000003,2.7689736806532577,2.399671044332911
42,0.0,0.0301953049007292,0.9692721800587442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005325150405266302,10.200000000000001,2.7859913629431445,2.4024160706201263
43,0.0,0.0,0.9826242283708457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165609187442919,0.0008148528848625948,-1.245,2.781892072117886,2.4413218088380595
44,0.013588475654970508,0.0,0.9856330641239749,0.0,0.0,0.0,0.0,0.0007784602210546808,0.0,0.0,0.0,0.0,-3.068,2.787149023249065,2.443351723930327
45,0.0,0.0,0.8445555288150044,0.0,0.03153281409850689,0.0,0.0,0.0,0.0,0.12391165708648874,0.0,0.0,8.030000000000001,2.828761694251203,2.4260186637803693
46,0.0,0.0,0.9682967390104084,0.0,0.0,0.0,0.029791709093004375,0.0,0.0,0.0,0.0,0.0019115518965872281,-0.76,2.799495035262921,2.4616691326876063
47,0.006830666829971277,0.0,0.9879119645521283,0.0,0.0,0.0,0.005257368617900533,0.0,0.0,0.0,0.0,0.0,-1.77,2.7899919584068353,2.447873163809915
48,0.015315139714760008,0.0,0.9295362977177304,0.05514856256750965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.000000000000002,2.7858861988170776,2.3897782033625377
49,0.0,0.0,0.7546741250616945,0.0,0.2068266397817591,0.0,0.03849923515654642,0.0,0.0,0.0,0.0,0.0,12.88,2.8044981732030645,2.3468238096467267
50,0.0,0.013638114429633247,0.9281522242637726,0.0,0.0,0.0,0.0,0.0,0.05820966130659409,0.0,0.0,0.0,15.35,2.8039955396309812,2.3985529714779976
51,0.0,0.0,0.7394917464715137,0.0,0.0,0.14781790438634396,0.0,0.0,0.0,0.1126903491421423,0.0,0.0,-2.119999999999999,2.771015600688293,2.4078970995863034
52,0.0,0.0,0.7614461218563408,0.0,0.19282524021423664,0.0,0.0,0.0,0.0,0.0,0.04572863792942254,0.0,9.265,2.769707959172996,2.320257649515304
53,0.0,0.0,0.9508894461715126,0.0,0.0,0.0,0.0,0.0,0.0,0.029939369800228766,0.01917118402825869,0.0,0.05499999999999994,2.7895314749659437,2.439658993636789
54,0.0,0.0,0.9504960872843196,0.014266585371754719,0.0,0.0,0.03523732734392579,0.0,0.0,0.0,0.0,0.0,1.2950000000000004,2.8002733164547133,2.450336257191262
55,0.010220773614127513,0.0,0.98847804770263,0.0,0.0,0.0,0.0,0.0013011786832425442,0.0,0.0,0.0,0.0,-2.1799999999999997,2.788095337701251,2.4439875269110947
56,0.0,0.0,0.9809080178284176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016636296935623632,0.0024556852359588015,-1.095,2.7824347100271685,2.4414334825231596
57,0.0,0.017302158696124715,0.9083660425205008,0.07433179878337445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,2.7867773501546216,2.3493998964260374
58,0.01434480287965039,0.0,0.9279218506166395,0.0,0.0,0.0,0.0,0.0,0.057733346503710176,0.0,0.0,0.0,7.8,2.8024762437360735,2.415398427287923
59,0.0,0.0,0.9469494893526269,0.0,0.0,0.035553885782245734,0.0,0.0,0.017496624865127357,0.0,0.0,0.0,1.5,2.7818349641634423,2.4297148305273337
60,0.015333375339473888,0.0,0.9156488402141064,0.06901778444641962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,2.7857294614183497,2.376334423162569
61,0.01700372518797726,0.0,0.8602040993163206,0.0,0.0,0.0,0.0,0.0,0.0,0.12279217549570219,0.0,0.0,2.4200000000000004,2.8240489291601256,2.4399758598421686
62,0.0,0.0,0.8676497878507587,0.0,0.0,0.0,0.0620826343471997,0.0,0.07026757780204156,0.0,0.0,0.0,10.715,2.8275595085067287,2.443084200115294
63,0.0,0.0,0.9651551822342462,0.0,0.0,0.0,0.0,0.0,0.005233600279584777,0.0,0.029611217486168948,0.0,-1.31,2.776415885610839,2.4341813777964214
64,0.0,0.042902818386310944,0.8453469444342246,0.0,0.0,0.0,0.0,0.0,0.0,0.11175023717946435,0.0,0.0,18.509999999999998,2.8185673315327566,2.3810193789699046
65,0.0,0.0,0.8572209984984446,0.0,0.0,0.09957223971324258,0.0,0.0,0.0,0.0,0.04320676178831295,0.0,-8.965,2.7318498765177055,2.4074129104502853
66,0.0,0.03633644638408941,0.9273391596922405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03632439392367013,0.0,8.795,2.766532766233311,2.3806901675528027
67,0.0,0.0,0.9885907251419798,0.0,0.0,0.0,0.010618888527236485,0.0007903863307837965,0.0,0.0,0.0,0.0,-0.20800000000000002,2.793407970424875,2.4518750038387203
68,0.0,0.004489866135005925,0.9638274734771489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03168266038784508,0.0,-1.0250000000000001,2.7733127997905966,2.4293700946978785
69,0.0,0.02017329588573583,0.8378667230264162,0.0,0.0,0.14195998108784816,0.0,0.0,0.0,0.0,0.0,0.0,-1.25,2.735522478755907,2.3821197533521845
70,0.0,0.0,0.7993651013430422,0.0,0.0,0.0,0.0,0.0,0.0,0.15912333634430736,0.041511562312650505,0.0,4.335000000000001,2.8181227488378773,2.4289356511415914
71,0.0,0.0,0.7762543748274622,0.0,0.14791977557311412,0.0,0.0,0.0,0.07582584959942364,0.0,0.0,0.0,23.715,2.812919253574239,2.3250947661401393
72,0.0,0.0,0.9394804923135185,0.0,0.0,0.0,0.0,0.0,0.0,0.059959766558255606,0.0,0.0005597411282258183,3.13,2.8087257162258927,2.445667943623931
73,0.0,0.004425583293156178,0.9603544407456714,0.0,0.0,0.0,0.03521997596117236,0.0,0.0,0.0,0.0,0.0,0.345,2.7998099568067585,2.457611116185806
74,0.0,0.03108279694345864,0.9480281361190172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02088906693752419,0.0,8.5,2.775088734287534,2.3938111198902474
75,0.0,0.004450701562796497,0.9554201202181912,0.0,0.0,0.0,0.0,0.0,0.0,0.04012917821901229,0.0,0.0,3.55,2.8017812685524457,2.4394988919911498
76,0.0,0.008590497058643901,0.9821830949822828,0.009226407959073172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.7887044304212982,2.4253628560349823
77,0.0,0.0,0.95244380134673,0.00953054654686312,0.0,0.0,0.038025652106406904,0.0,0.0,0.0,0.0,0.0,0.4099999999999999,2.8011507570114813,2.45628339297191
78,0.0017884878083262012,0.0,0.9643611675893041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03385034460236972,0.0,-3.04,2.772428311578492,2.434812173934321
79,0.0,0.030162702775210767,0.9652093694268223,0.004627927797967001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.950000000000001,2.7857564771084684,2.397935063262009
80,0.0,0.0,0.7612828987578083,0.0,0.0,0.08807883640987714,0.0,0.0,0.0,0.15063826483231457,0.0,0.0,2.920000000000001,2.8044865273799897,2.4217798473156176
81,0.0,0.0,0.8808495212068085,0.0,0.0,0.0,0.0,0.0,0.0,0.08727519467900204,0.03187528411418951,0.0,1.8900000000000001,2.8008072661099175,2.4339319469347593
82,0.0,0.0,0.9829889526990576,0.0046887556714053525,0.0,0.0,0.0,0.0,0.0,0.0,0.01232229162953716,0.0,-0.18999999999999995,2.7837010218314395,2.4381807605589594
83,0.0,0.017441324946322147,0.9665429753755116,0.0,0.0,0.0,0.016015699678166274,0.0,0.0,0.0,0.0,0.0,5.29,2.792316302937199,2.429021367472603
84,0.0,0.0,0.9009639387678428,0.0,0.0,0.0,0.031516882148703795,0.0,0.0,0.0675191790834534,0.0,0.0,2.4250000000000003,2.8201924234528035,2.460795780487499
85,0.0,0.0392742283571434,0.7789411871284904,0.0,0.1817845845143662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.78,2.787267651026072,2.284426554392381
86,0.0,0.0,0.9317613993962387,0.0,0.0,0.06089914920557142,0.0,0.0,0.007339451398189806,0.0,0.0,0.0,-2.0,2.7698363799208776,2.4283909367667036
87,0.0,0.0,0.9148362188047274,0.0,0.0,0.0,0.0,0.0,0.0,0.05644809915466149,0.028715682040611045,0.0,0.6550000000000002,2.7928836118442004,2.435737352051351
88,0.0,0.0,0.8921512836592047,0.0,0.07310743298851125,0.0,0.0,0.0,0.0,0.034741283352284116,0.0,0.0,6.845000000000001,2.8018316680506836,2.4041641765145036
89,0.0,0.0,0.8916739421812894,0.0,0.0,0.054546909421596235,0.05377914839711441,0.0,0.0,0.0,0.0,0.0,-4.7,2.786063552896085,2.4597173586422607
90,0.0,0.0,0.9202487427984637,0.024344018158080055,0.0,0.0,0.0,0.0,0.055407239043456256,0.0,0.0,0.0,14.5,2.8048583920591246,2.396482728229701
91,0.0,0.0,0.9918001859850499,0.0,0.0,0.0,0.007933182482223198,0.0,0.0,0.0,0.0,0.00026663153272701883,-0.23,2.7924426095773236,2.4508858569175924
92,0.0,0.0,0.8684509528030107,0.0,0.0,0.04697140207046535,0.0,0.0,0.0,0.08457764512652395,0.0,0.0,1.8400000000000007,2.799036901990447,2.4334527778506847
93,0.01638728655083322,0.0,0.9038016299608119,0.0,0.0,0.0,0.0,0.0,0.0,0.07981108348835488,0.0,0.0,0.4600000000000004,2.810908936177761,2.4411166853017123
94,0.0,0.03369571296861808,0.9139989420588315,0.0,0.0,0.052305344972550495,0.0,0.0,0.0,0.0,0.0,0.0,8.6,2.766277150327354,2.3842783160241625
95,0.0,0.0,0.8346112524985463,0.04656574611024614,0.11882300139120756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.375,2.7912701218136555,2.3335545662192274
96,0.0,0.0,0.9023713237205022,0.0,0.0,0.0,0.0,0.001710824741776141,0.0,0.0959178515377216,0.0,0.0,5.024000000000001,2.820211742413651,2.444152330136466
97,0.0,0.0,0.9892481390910037,0.004646387700336159,0.0,0.0,0.0,0.0,0.0,0.0,0.006105473208660069,0.0,0.30500000000000005,2.786853414818505,2.4403790511149692
98,0.0,0.0,0.9842090530958133,0.0,0.0,0.0,0.013365257669531866,0.0,0.0,0.0,0.0,0.0024256892346549005,-0.20000000000000004,2.7948148102592496,2.4537126383807735
99,0.0,0.0,0.7628930251276738,0.08895948511961699,0.14814748975270922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.585,2.7912436580099746,2.275613452311283
100,0.011914340250166638,0.02139942480628334,0.9666862349435499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,2.784297096034638,2.4124288080945218
101,0.0,0.01268787619000579,0.9522984383490265,0.0,0.0,0.035013685460967725,0.0,0.0,0.0,0.0,0.0,0.0,2.3499999999999996,2.7754914037017975,2.4195989386823125
102,0.010527210672515854,0.0,0.9666424757543949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022830313573089078,0.0,-4.215,2.7760142997744373,2.436477660154026
103,0.0,0.0,0.9576583580465947,0.0,0.0,0.0,0.0409648281779183,0.0,0.0,0.0,0.0,0.0013768137754870348,-1.1500000000000001,2.8026129812171865,2.4670655236797874
104,0.0,0.03466213446145392,0.963465787884607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018720776539391509,11.775,2.7858446787993527,2.3959266197889026
105,0.0,0.0,0.868003706140603,0.08878617458144694,0.0,0.0,0.0,0.0,0.0,0.0,0.04321011927795014,0.0,11.1,2.767115821605684,2.345972285441129
106,0.0,0.0,0.9981470258758376,0.0,0.0,0.0,0.0,0.0005234454901411569,0.0,0.0,0.0,0.0013295286340212422,0.21300000000000002,2.790646007375641,2.4469153883464547
107,0.0,0.03650660839682791,0.9050623676189893,0.0,0.0,0.0,0.0,0.0,0.0584310239841829,0.0,0.0,0.0,22.6,2.800877250980523,2.3646457551331754
108,0.0,0.0,0.804300860100373,0.0,0.18292063289112523,0.0,0.0,0.0,0.012778507008501826,0.0,0.0,0.0,15.23,2.796232341906688,2.3356102816814714
109,0.0,0.0,0.9291890370864191,0.0,0.0,0.0,0.0,0.0,0.051205953992880054,0.0,0.019605008920700856,0.0,8.015,2.794039485917261,2.415310968263977
110,0.0,0.0,0.8787611982676893,0.0,0.0,0.0,0.0,0.0005807254360097873,0.0,0.12065807629630085,0.0,0.0,5.968000000000001,2.8274778885966203,2.4440070922066814
111,0.005389074604247199,0.0,0.9348776551059578,0.0,0.0,0.0,0.0,0.0,0.0,0.059733270289795,0.0,0.0,1.8800000000000001,2.807223482435174,2.4442950333560853
112,0.0,0.0,0.8473628417921916,0.0,0.0,0.010021673003747395,0.0,0.0,0.0,0.14261548520406106,0.0,0.0,6.36,2.8304202959546907,2.441244490608381
113,0.015321008543544455,0.0,0.9828294523165318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018495391399236377,-3.4250000000000003,2.787146225899061,2.443371072177498
114,0.0,0.008628149076441058,0.9895078497208836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018640012026753295,3.0749999999999997,2.7894605437041218,2.4344041717660447
115,0.0,0.0,0.9304162748926548,0.0,0.061767929789049006,0.0,0.0,0.0,0.0,0.007815795318296246,0.0,0.0,4.775,2.7933415997001894,2.411303677078976
116,0.0,0.0,0.9669981156808045,0.0,0.0,0.0,0.03245645910941197,0.0,0.0,0.0,0.0,0.0005454252097834734,-0.97,2.7998001924206495,2.4628521113039055
117,0.003413668115458474,0.01716767284853635,0.9794186590360052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.7868319634756133,2.420783003505345
118,0.0,0.021537286846238183,0.9779393233435233,0.0,0.0,0.0,0.0,0.0005233898102385428,0.0,0.0,0.0,0.0,7.338,2.787181652714803,2.414971618862421
119,0.0,0.0,0.9976367588178082,0.0,0.0,0.0,0.0,0.002096935023318308,0.0,0.0,0.0,0.00026630615887356985,0.37700000000000006,2.7907967456130534,2.446236019083601
120,0.0,0.0,0.8766667052321375,0.0,0.0,0.11833325125584009,0.0050000435120223325,0.0,0.0,0.0,0.0,0.0,-7.17,2.7484067094224325,2.4202067081301624
121,0.0,0.0,0.9328118510980575,0.0,0.0,0.0,0.0,0.000556424193712331,0.06663172470823017,0.0,0.0,0.0,12.588,2.8083768629502406,2.414408322719158
122,0.0,0.0,0.8487662766933843,0.0,0.0,0.10819693599187809,0.0,0.0,0.0,0.0,0.04303678731473756,0.0,-9.465,2.7287966641303845,2.4053415916117924
123,0.0,0.0,0.9925346525744573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006125757017373183,0.0013395904081695117,-0.37,2.787368456196684,2.4449868879092578
124,0.0,0.0,0.8306946497467804,0.0,0.12544579661844502,0.04385955363477453,0.0,0.0,0.0,0.0,0.0,0.0,6.545,2.775916809426219,2.364035357196605
125,0.0,0.0,0.9025817681636243,0.0891934916807025,0.0,0.0,0.0,0.0,0.0,0.0,0.00822474015567315,0.0,14.540000000000001,2.7848489283325857,2.3577175217273805
126,0.0,0.0,0.9921676235924513,0.0,0.0,0.0,0.002642688185098891,0.0,0.0,0.005189688222449814,0.0,0.0,0.195,2.792385849363526,2.448167626317027
127,0.0,0.014625537832313601,0.841783467499125,0.0,0.0,0.0,0.0,0.0,0.0,0.1435909946685614,0.0,0.0,11.21,2.8323366675938937,2.422080862206464
128,0.0,0.0,0.8973177451222784,0.0,0.0,0.1019342160889617,0.0,0.0007480387887598902,0.0,0.0,0.0,0.0,-5.868,2.753146538337852,2.4215417340802414
129,0.0,0.0,0.9168421657967868,0.0,0.0,0.0,0.0,0.0,0.0,0.08086705317716042,0.0,0.0022907810260527554,4.260000000000001,2.815798855914965,2.4453324833831136
130,0.0,0.0,0.8572493440663025,0.048769254708944616,0.0,0.09398140122475297,0.0,0.0,0.0,0.0,0.0,0.0,3.3000000000000007,2.755254308152392,2.376529186084519
131,0.0,0.021712443379714345,0.9676541145389024,0.0,0.0,0.0,0.010633442081383386,0.0,0.0,0.0,0.0,0.0,6.91,2.7901294692263097,2.420087494978416
132,0.010662540227506605,0.0,0.9373619982391529,0.0,0.0,0.0,0.05197546153334043,0.0,0.0,0.0,0.0,0.0,-4.015000000000001,2.8029430149017696,2.4696784023305427
133,0.0,0.03202291752913837,0.9019815356571028,0.0,0.0,0.0,0.0,0.0,0.0,0.06599554681375888,0.0,0.0,13.510000000000002,2.805941438428901,2.3981522303152176
134,0.0,0.0,0.9056024910921717,0.004992147535198352,0.0,0.0,0.0,0.0,0.0,0.08940536137262989,0.0,0.0,5.28,2.817571343041255,2.4401062857268223
135,0.0,0.0,0.773550325584505,0.0,0.0,0.07841742841207049,0.0,0.0,0.0,0.1480322460034245,0.0,0.0,3.280000000000001,2.807198020073064,2.4242261535241396
136,0.0,0.0,0.7383820942009754,0.07500658820570939,0.18661131759331512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.865000000000002,2.7919740972936373,2.267017108412511
137,0.0,0.0,0.9286519511984339,0.06976940222281176,0.0,0.0,0.0,0.0015786465787542732,0.0,0.0,0.0,0.0,12.264,2.7897613831794317,2.3788014567790623
138,0.0,0.0,0.928668805206073,0.0,0.0,0.06101816807748251,0.0103130267164445,0.0,0.0,0.0,0.0,0.0,-3.84,2.770842042727864,2.4369509564957705
139,0.0,0.0,0.906583501625149,0.06638797986777763,0.0,0.0,0.027028518507073374,0.0,0.0,0.0,0.0,0.0,10.350000000000001,2.797270173699548,2.395832936021068
140,0.005361679247111496,0.0,0.9406113968889377,0.0,0.0,0.0,0.0,0.0,0.0,0.05402692386395078,0.0,0.0,1.6000000000000003,2.8054664949263723,2.4444330459770924
141,0.0,0.0,0.8891601699638233,0.0,0.0,0.0,0.0,0.0023093609457458574,0.0,0.10853046909043078,0.0,0.0,5.672000000000001,2.8243095508657676,2.443637788856265
142,0.0,0.03050225252009049,0.7879772084483802,0.0,0.18152053903152948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.880000000000003,2.7884829949851806,2.297543360832177
143,0.0,0.030399637207511637,0.8410591395076206,0.0,0.1285412232848678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.195,2.787702568777429,2.328158132818499
144,0.0,0.0,0.9670556311561083,0.0,0.0,0.0,0.0,0.0,0.031025036081258443,0.0,0.0,0.001919332762633209,6.175,2.7991492786481555,2.4320830564165696
145,0.0,0.0,0.9281777414431562,0.0,0.0,0.0,0.0,0.0,0.0,0.07153970954340677,0.0,0.00028254901343691385,3.6650000000000005,2.812205792599669,2.4453783207976305
146,0.0,0.0,0.9053232556261652,0.04931547792827219,0.0,0.0,0.0,0.0,0.0,0.0,0.045361266445562515,0.0,4.535,2.766459367654889,2.383472942430894
147,0.0,0.0,0.9677346289773707,0.0,0.0,0.0,0.024309052988536646,0.0,0.0,0.007956318034092764,0.0,0.0,-0.345,2.799653981957142,2.458655513490634
148,0.0,0.0,0.7739788608522192,0.0,0.15649884884001214,0.06952229030776857,0.0,0.0,0.0,0.0,0.0,0.0,7.390000000000001,2.767041369060572,2.339841156210974
149,0.0,0.017281656869451902,0.9808809685398383,0.0,0.0,0.0,0.0,0.0018373745907097991,0.0,0.0,0.0,0.0,6.108,2.7882133701830343,2.420768695675434
150,0.0,0.0,0.9052084389120939,0.0,0.0395612815901031,0.0,0.055230279497803,0.0,0.0,0.0,0.0,0.0,0.98,2.806941581955201,2.4511494092011206
151,0.0,0.0,0.9468496915865687,0.0,0.0,0.0,0.0,0.000549074025190568,0.05260123438824077,0.0,0.0,0.0,10.088,2.8045440767864287,2.4212298973278688
152,0.0,0.0,0.886775459601594,0.0,0.0,0.0,0.0,0.0,0.030414284143580276,0.0828102562548258,0.0,0.0,9.56,2.8238914687539385,2.430314022012359
153,0.0,0.0,0.895261316894793,0.0,0.10420528769819695,0.0,0.0,0.0,0.0,0.0,0.0,0.0005333954070101053,7.42,2.7917519012895546,2.3871267647877263
154,0.0,0.02891357510878943,0.8770477291392607,0.0,0.0,0.09403869575195,0.0,0.0,0.0,0.0,0.0,0.0,4.65,2.7517509278061687,2.3810381781384775
155,0.0,0.0,0.9452407224402756,0.0,0.0,0.0,0.05252918756295068,0.0,0.0,0.0,0.0,0.002230089996773769,-1.4150000000000003,2.8063380913774916,2.472769041902886
156,0.0,0.024281453633711272,0.8385220346787627,0.0,0.0,0.0,0.0,0.0,0.0,0.13719651168752606,0.0,0.0,13.830000000000002,2.8290186000563597,2.407956491760562
