,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X16,X17,X18,X19,X22,X23,X24,X26,X27,X29,X30,X31,X33,X35,X37,X39,X41,X42,X43,X45,X49,X52,X64,X68,X72,X73,X83,X90,X91,X92,X94,X96,X100,X103,X105,X108,X109,X111,X114,X116,X118,X121,X122,X125,X126,X127,X128,X144,X150,X151,X157,X159,X163,X173,X181,X186,X187,X197,X200,X201,X208,X211,X219,X220,X229,X249,X264,X265,X270,X272,X275,X291,X299,X303,X311,X315,X350,X356,X382,X421,X447,X468,X472,X502,X536,X554,X581,X604,X608,X615,X626,X691,X738,X763
10,-0.818803,0.670946,-0.832996,0.072133,0.006639,-0.128868,0.293626,-1.662399,-0.002836,-1.441861,0.178934,0.295629,-0.245328,-0.272817,-0.91834,0.679873,0.721667,-2.69684,-0.703929,0.603359,0.892902,0.630367,0.019373,1.061288,1.73237,0.190268,-1.784842,1.581958,-0.501932,1.883768,-0.272974,-0.312362,0.001176,1.810179,0.112058,1.325606,0.242558,0.763945,-1.024623,-1.020035,-0.636443,0.977587,-0.025083,0.647195,0.101243,-0.855225,1.587101,0.624027,-1.071374,1.174761,0.265303,0.062105,-0.378224,-1.565313,-0.124902,-0.220411,0.009266,-1.865513,1.790201,1.863521,-1.816217,0.291508,-0.96691,0.220913,-0.181241,-2.285972,-0.458087,0.398799,0.116495,0.189804,-0.12103,0.84243,0.296198,0.917618,-0.020234,-1.352688,-0.656421,0.331137,-0.521553,-2.254791,0.307668,-0.088239,0.098473,0.206233,-0.427893,0.999562,0.836085,-0.558563,1.435802,-0.498727,-0.694366,-1.302166,-1.680066,0.89059,-0.341798,0.999661,-0.917052,0.311693,0.383499,-1.101928,0.916178,-1.304517,0.252309,0.083892,-0.189643,1.073836,-1.10252,-0.461653
11,-0.818803,0.670946,-0.832996,0.072133,0.006639,-0.128868,0.293626,-1.662399,-0.002836,-1.441861,0.178934,0.295629,-0.245328,-0.272817,-0.91834,0.679873,0.721667,-2.69684,-0.703929,0.603359,0.892902,0.630367,0.019373,1.061288,1.73237,0.190268,-1.784842,1.581958,-0.501932,1.883768,-0.272974,-0.312362,0.001176,1.810179,0.112058,1.325606,0.242558,0.763945,-1.024623,-1.020035,-0.636443,0.977587,-0.025083,0.647195,0.101243,-0.855225,1.587101,0.624027,-1.071374,1.174761,0.265303,0.062105,-0.378224,-1.565313,-0.124902,-0.220411,0.009266,-1.865513,1.790201,1.863521,-1.816217,0.291508,-0.96691,0.220913,-0.181241,-2.285972,-0.458087,0.398799,0.116495,0.189804,-0.12103,0.84243,0.296198,0.917618,-0.020234,-1.352688,-0.656421,0.331137,-0.521553,-2.254791,0.307668,-0.088239,0.098473,0.206233,-0.427893,0.999562,0.836085,-0.558563,1.435802,-0.498727,-0.694366,-1.302166,-1.680066,0.89059,-0.341798,0.999661,-0.917052,0.311693,0.383499,-1.101928,0.916178,-1.304517,0.252309,0.083892,-0.189643,1.073836,-1.10252,-0.461653
12,-0.818803,0.670946,-0.832996,0.072133,0.006639,-0.128868,0.293626,-1.662399,-0.002836,-1.441861,0.178934,0.295629,-0.245328,-0.272817,-0.91834,0.679873,0.721667,-2.69684,-0.703929,0.603359,0.892902,0.630367,0.019373,1.061288,1.73237,0.190268,-1.784842,1.581958,-0.501932,1.883768,-0.272974,-0.312362,0.001176,1.810179,0.112058,1.325606,0.242558,0.763945,-1.024623,-1.020035,-0.636443,0.977587,-0.025083,0.647195,0.101243,-0.855225,1.587101,0.624027,-1.071374,1.174761,0.265303,0.062105,-0.378224,-1.565313,-0.124902,-0.220411,0.009266,-1.865513,1.790201,1.863521,-1.816217,0.291508,-0.96691,0.220913,-0.181241,-2.285972,-0.458087,0.398799,0.116495,0.189804,-0.12103,0.84243,0.296198,0.917618,-0.020234,-1.352688,-0.656421,0.331137,-0.521553,-2.254791,0.307668,-0.088239,0.098473,0.206233,-0.427893,0.999562,0.836085,-0.558563,1.435802,-0.498727,-0.694366,-1.302166,-1.680066,0.89059,-0.341798,0.999661,-0.917052,0.311693,0.383499,-1.101928,0.916178,-1.304517,0.252309,0.083892,-0.189643,1.073836,-1.10252,-0.461653
13,-0.818803,0.670946,-0.832996,0.072133,0.006639,-0.128868,0.293626,-1.662399,-0.002836,-1.441861,0.178934,0.295629,-0.245328,-0.272817,-0.91834,0.679873,0.721667,-2.69684,-0.703929,0.603359,0.892902,0.630367,0.019373,1.061288,1.73237,0.190268,-1.784842,1.581958,-0.501932,1.883768,-0.272974,-0.312362,0.001176,1.810179,0.112058,1.325606,0.242558,0.763945,-1.024623,-1.020035,-0.636443,0.977587,-0.025083,0.647195,0.101243,-0.855225,1.587101,0.624027,-1.071374,1.174761,0.265303,0.062105,-0.378224,-1.565313,-0.124902,-0.220411,0.009266,-1.865513,1.790201,1.863521,-1.816217,0.291508,-0.96691,0.220913,-0.181241,-2.285972,-0.458087,0.398799,0.116495,0.189804,-0.12103,0.84243,0.296198,0.917618,-0.020234,-1.352688,-0.656421,0.331137,-0.521553,-2.254791,0.307668,-0.088239,0.098473,0.206233,-0.427893,0.999562,0.836085,-0.558563,1.435802,-0.498727,-0.694366,-1.302166,-1.680066,0.89059,-0.341798,0.999661,-0.917052,0.311693,0.383499,-1.101928,0.916178,-1.304517,0.252309,0.083892,-0.189643,1.073836,-1.10252,-0.461653
14,-0.818803,0.670946,-0.832996,0.072133,0.006639,-0.128868,0.293626,-1.662399,-0.002836,-1.441861,0.178934,0.295629,-0.245328,-0.272817,-0.91834,0.679873,0.721667,-2.69684,-0.703929,0.603359,0.892902,0.630367,0.019373,1.061288,1.73237,0.190268,-1.784842,1.581958,-0.501932,1.883768,-0.272974,-0.312362,0.001176,1.810179,0.112058,1.325606,0.242558,0.763945,-1.024623,-1.020035,-0.636443,0.977587,-0.025083,0.647195,0.101243,-0.855225,1.587101,0.624027,-1.071374,1.174761,0.265303,0.062105,-0.378224,-1.565313,-0.124902,-0.220411,0.009266,-1.865513,1.790201,1.863521,-1.816217,0.291508,-0.96691,0.220913,-0.181241,-2.285972,-0.458087,0.398799,0.116495,0.189804,-0.12103,0.84243,0.296198,0.917618,-0.020234,-1.352688,-0.656421,0.331137,-0.521553,-2.254791,0.307668,-0.088239,0.098473,0.206233,-0.427893,0.999562,0.836085,-0.558563,1.435802,-0.498727,-0.694366,-1.302166,-1.680066,0.89059,-0.341798,0.999661,-0.917052,0.311693,0.383499,-1.101928,0.916178,-1.304517,0.252309,0.083892,-0.189643,1.073836,-1.10252,-0.461653
15,-0.818803,0.670946,-0.832996,0.072133,0.006639,-0.128868,0.293626,-1.662399,-0.002836,-1.441861,0.178934,0.295629,-0.245328,-0.272817,-0.91834,0.679873,0.721667,-2.69684,-0.703929,0.603359,0.892902,0.630367,0.019373,1.061288,1.73237,0.190268,-1.784842,1.581958,-0.501932,1.883768,-0.272974,-0.312362,0.001176,1.810179,0.112058,1.325606,0.242558,0.763945,-1.024623,-1.020035,-0.636443,0.977587,-0.025083,0.647195,0.101243,-0.855225,1.587101,0.624027,-1.071374,1.174761,0.265303,0.062105,-0.378224,-1.565313,-0.124902,-0.220411,0.009266,-1.865513,1.790201,1.863521,-1.816217,0.291508,-0.96691,0.220913,-0.181241,-2.285972,-0.458087,0.398799,0.116495,0.189804,-0.12103,0.84243,0.296198,0.917618,-0.020234,-1.352688,-0.656421,0.331137,-0.521553,-2.254791,0.307668,-0.088239,0.098473,0.206233,-0.427893,0.999562,0.836085,-0.558563,1.435802,-0.498727,-0.694366,-1.302166,-1.680066,0.89059,-0.341798,0.999661,-0.917052,0.311693,0.383499,-1.101928,0.916178,-1.304517,0.252309,0.083892,-0.189643,1.073836,-1.10252,-0.461653
16,-0.818803,0.670946,-0.832996,0.072133,0.006639,-0.128868,0.293626,-1.662399,-0.002836,-1.441861,0.178934,0.295629,-0.245328,-0.272817,-0.91834,0.679873,0.721667,-2.69684,-0.703929,0.603359,0.892902,0.630367,0.019373,1.061288,1.73237,0.190268,-1.784842,1.581958,-0.501932,1.883768,-0.272974,-0.312362,0.001176,1.810179,0.112058,1.325606,0.242558,0.763945,-1.024623,-1.020035,-0.636443,0.977587,-0.025083,0.647195,0.101243,-0.855225,1.587101,0.624027,-1.071374,1.174761,0.265303,0.062105,-0.378224,-1.565313,-0.124902,-0.220411,0.009266,-1.865513,1.790201,1.863521,-1.816217,0.291508,-0.96691,0.220913,-0.181241,-2.285972,-0.458087,0.398799,0.116495,0.189804,-0.12103,0.84243,0.296198,0.917618,-0.020234,-1.352688,-0.656421,0.331137,-0.521553,-2.254791,0.307668,-0.088239,0.098473,0.206233,-0.427893,0.999562,0.836085,-0.558563,1.435802,-0.498727,-0.694366,-1.302166,-1.680066,0.89059,-0.341798,0.999661,-0.917052,0.311693,0.383499,-1.101928,0.916178,-1.304517,0.252309,0.083892,-0.189643,1.073836,-1.10252,-0.461653
17,-0.818803,0.670946,-0.832996,0.072133,0.006639,-0.128868,0.293626,-1.662399,-0.002836,-1.441861,0.178934,0.295629,-0.245328,-0.272817,-0.91834,0.679873,0.721667,-2.69684,-0.703929,0.603359,0.892902,0.630367,0.019373,1.061288,1.73237,0.190268,-1.784842,1.581958,-0.501932,1.883768,-0.272974,-0.312362,0.001176,1.810179,0.112058,1.325606,0.242558,0.763945,-1.024623,-1.020035,-0.636443,0.977587,-0.025083,0.647195,0.101243,-0.855225,1.587101,0.624027,-1.071374,1.174761,0.265303,0.062105,-0.378224,-1.565313,-0.124902,-0.220411,0.009266,-1.865513,1.790201,1.863521,-1.816217,0.291508,-0.96691,0.220913,-0.181241,-2.285972,-0.458087,0.398799,0.116495,0.189804,-0.12103,0.84243,0.296198,0.917618,-0.020234,-1.352688,-0.656421,0.331137,-0.521553,-2.254791,0.307668,-0.088239,0.098473,0.206233,-0.427893,0.999562,0.836085,-0.558563,1.435802,-0.498727,-0.694366,-1.302166,-1.680066,0.89059,-0.341798,0.999661,-0.917052,0.311693,0.383499,-1.101928,0.916178,-1.304517,0.252309,0.083892,-0.189643,1.073836,-1.10252,-0.461653
18,-0.818803,0.670946,-0.832996,0.072133,0.006639,-0.128868,0.293626,-1.662399,-0.002836,-1.441861,0.178934,0.295629,-0.245328,-0.272817,-0.91834,0.679873,0.721667,-2.69684,-0.703929,0.603359,0.892902,0.630367,0.019373,1.061288,1.73237,0.190268,-1.784842,1.581958,-0.501932,1.883768,-0.272974,-0.312362,0.001176,1.810179,0.112058,1.325606,0.242558,0.763945,-1.024623,-1.020035,-0.636443,0.977587,-0.025083,0.647195,0.101243,-0.855225,1.587101,0.624027,-1.071374,1.174761,0.265303,0.062105,-0.378224,-1.565313,-0.124902,-0.220411,0.009266,-1.865513,1.790201,1.863521,-1.816217,0.291508,-0.96691,0.220913,-0.181241,-2.285972,-0.458087,0.398799,0.116495,0.189804,-0.12103,0.84243,0.296198,0.917618,-0.020234,-1.352688,-0.656421,0.331137,-0.521553,-2.254791,0.307668,-0.088239,0.098473,0.206233,-0.427893,0.999562,0.836085,-0.558563,1.435802,-0.498727,-0.694366,-1.302166,-1.680066,0.89059,-0.341798,0.999661,-0.917052,0.311693,0.383499,-1.101928,0.916178,-1.304517,0.252309,0.083892,-0.189643,1.073836,-1.10252,-0.461653
19,-0.433056,0.177659,-1.328525,1.034475,0.237653,-0.139346,0.674151,-1.528495,-0.043014,-1.640143,-0.207027,0.768056,-0.411706,0.07305,-0.1864,0.340344,1.382879,-2.054685,-0.647163,0.530113,0.522084,0.567731,0.530568,1.15215,1.732223,-0.079044,-2.114594,1.85549,-0.580887,1.765144,-0.239101,-0.31505,-0.335939,1.774594,0.453269,1.106056,0.16698,0.866876,-1.388412,-0.478492,-0.283974,0.578905,-0.105204,0.449951,0.339381,-0.328056,1.648381,0.607613,-1.097383,0.708581,0.417805,0.169225,-0.0439,-1.809047,0.372516,0.266864,-0.065736,-1.461118,2.054139,1.755144,-1.554664,1.143391,-0.974691,-0.166167,-0.016156,-2.361274,-0.236022,-0.061705,0.012949,0.598869,0.091041,1.099716,0.265633,1.020321,-0.761519,-1.20113,-1.230965,0.209576,-0.502038,-2.366434,0.601546,-0.561798,0.239694,-0.064682,-0.434314,0.374801,0.671523,0.240939,1.006517,-0.609984,0.022921,-0.655186,-2.056549,1.235589,-1.170847,1.254859,-1.156697,0.729994,0.623689,-1.719229,0.760838,-1.226045,-0.257619,0.98252,0.373462,0.689882,-1.234047,-0.572045
20,-0.433056,0.177659,-1.328525,1.034475,0.237653,-0.139346,0.674151,-1.528495,-0.043014,-1.640143,-0.207027,0.768056,-0.411706,0.07305,-0.1864,0.340344,1.382879,-2.054685,-0.647163,0.530113,0.522084,0.567731,0.530568,1.15215,1.732223,-0.079044,-2.114594,1.85549,-0.580887,1.765144,-0.239101,-0.31505,-0.335939,1.774594,0.453269,1.106056,0.16698,0.866876,-1.388412,-0.478492,-0.283974,0.578905,-0.105204,0.449951,0.339381,-0.328056,1.648381,0.607613,-1.097383,0.708581,0.417805,0.169225,-0.0439,-1.809047,0.372516,0.266864,-0.065736,-1.461118,2.054139,1.755144,-1.554664,1.143391,-0.974691,-0.166167,-0.016156,-2.361274,-0.236022,-0.061705,0.012949,0.598869,0.091041,1.099716,0.265633,1.020321,-0.761519,-1.20113,-1.230965,0.209576,-0.502038,-2.366434,0.601546,-0.561798,0.239694,-0.064682,-0.434314,0.374801,0.671523,0.240939,1.006517,-0.609984,0.022921,-0.655186,-2.056549,1.235589,-1.170847,1.254859,-1.156697,0.729994,0.623689,-1.719229,0.760838,-1.226045,-0.257619,0.98252,0.373462,0.689882,-1.234047,-0.572045
21,-0.433056,0.177659,-1.328525,1.034475,0.237653,-0.139346,0.674151,-1.528495,-0.043014,-1.640143,-0.207027,0.768056,-0.411706,0.07305,-0.1864,0.340344,1.382879,-2.054685,-0.647163,0.530113,0.522084,0.567731,0.530568,1.15215,1.732223,-0.079044,-2.114594,1.85549,-0.580887,1.765144,-0.239101,-0.31505,-0.335939,1.774594,0.453269,1.106056,0.16698,0.866876,-1.388412,-0.478492,-0.283974,0.578905,-0.105204,0.449951,0.339381,-0.328056,1.648381,0.607613,-1.097383,0.708581,0.417805,0.169225,-0.0439,-1.809047,0.372516,0.266864,-0.065736,-1.461118,2.054139,1.755144,-1.554664,1.143391,-0.974691,-0.166167,-0.016156,-2.361274,-0.236022,-0.061705,0.012949,0.598869,0.091041,1.099716,0.265633,1.020321,-0.761519,-1.20113,-1.230965,0.209576,-0.502038,-2.366434,0.601546,-0.561798,0.239694,-0.064682,-0.434314,0.374801,0.671523,0.240939,1.006517,-0.609984,0.022921,-0.655186,-2.056549,1.235589,-1.170847,1.254859,-1.156697,0.729994,0.623689,-1.719229,0.760838,-1.226045,-0.257619,0.98252,0.373462,0.689882,-1.234047,-0.572045
