0,X19,X131,X148,X149,X218,X362,X376,X483,X583,X626,X690,X748,X756
1,X11,X131,X148,X149,X218,X362,X376,X483,X583,X626,X690,X748,X756
2,X22,X114,X132,X149,X183,X288,X377,X397,X407,X496,X527,X564,X602
3,X131,X132,X148,X149,X218,X362,X376,X397,X496,X527,X564,X602,X735
4,X11,X131,X148,X149,X218,X362,X376,X397,X496,X527,X564,X602,X735
5,X60,X131,X148,X149,X218,X362,X376,X397,X496,X527,X564,X602,X735
6,X11,X131,X148,X218,X306,X333,X429,X507,X537,X540,X553,X594,X624
7,X23,X35,X83,X104,X218,X362,X376,X397,X496,X527,X564,X602,X696
8,X46,X151,X274,X342,X353,X355,X376,X378,X500,X509,X605,X680,X696
9,X46,X151,X274,X342,X353,X355,X376,X378,X500,X509,X605,X680,X696
10,X46,X151,X274,X342,X353,X355,X376,X378,X500,X509,X605,X680,X696
11,X11,X131,X148,X149,X218,X362,X376,X378,X496,X530,X585,X696,X718
12,X28,X131,X148,X149,X218,X362,X376,X378,X496,X530,X585,X696,X718
13,X28,X131,X148,X149,X218,X362,X376,X378,X496,X530,X585,X696,X718
14,X11,X131,X148,X149,X218,X362,X376,X378,X496,X530,X585,X696,X718
15,X46,X131,X148,X149,X218,X362,X376,X378,X496,X530,X585,X696,X735
16,X11,X131,X148,X218,X227,X362,X376,X378,X496,X530,X585,X696,X735
17,X11,X131,X148,X149,X194,X362,X376,X378,X496,X530,X585,X602,X696
18,X121,X127,X131,X148,X218,X362,X376,X378,X496,X530,X585,X602,X696
19,X121,X127,X131,X148,X218,X362,X376,X378,X496,X530,X585,X602,X696
20,X127,X131,X148,X218,X227,X362,X376,X378,X496,X530,X585,X602,X696
21,X46,X131,X148,X149,X218,X333,X376,X378,X496,X530,X585,X602,X696
22,X46,X131,X148,X149,X218,X333,X376,X378,X496,X530,X585,X602,X696
23,X46,X131,X148,X149,X218,X333,X376,X378,X496,X530,X585,X602,X696
24,X46,X131,X148,X149,X218,X333,X376,X378,X496,X530,X585,X602,X696
25,X3,X46,X131,X148,X149,X333,X376,X378,X496,X530,X585,X602,X696
26,X3,X46,X131,X148,X149,X333,X376,X378,X496,X530,X585,X602,X696
27,X22,X127,X131,X148,X218,X333,X376,X378,X496,X530,X585,X602,X696
28,X22,X127,X131,X148,X218,X333,X376,X378,X496,X530,X585,X602,X696
29,X22,X127,X131,X148,X218,X333,X376,X378,X496,X530,X585,X602,X696
30,X22,X127,X131,X148,X218,X333,X376,X378,X496,X530,X585,X602,X696
31,X22,X127,X131,X148,X218,X333,X376,X378,X496,X530,X585,X602,X696
