,Al,Ti,V,Nb,Ta,Zr,Mo,Fe,Cr,Sn,W,Si,Moeq,Bo,Md
403,0.0,0.891186364456261,0.10881363554373903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.705,2.791632204533156,2.3844321595623503
405,0.0,0.8290074124056085,0.1709925875943916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.06,2.7925648888139163,2.348679262133225
407,0.1336469734197007,0.8663530265802993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,2.7413525016752294,2.413989197565334
411,0.0,0.9691396402214281,0.0,0.0,0.0,0.0,0.03086035977857201,0.0,0.0,0.0,0.0,0.0,6.0,2.79842487821955,2.432001865147614
414,0.0,0.8768810252808293,0.12311897471917059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.71,2.7918467846207875,2.376206589536477
418,0.0,0.9843153004598446,0.0,0.015684699540155334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,2.794846572157908,2.4466392519105766
421,0.0,0.9764735661221711,0.023526433877828865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.675,2.790352896508167,2.4334723005202483
422,0.0,0.9305420727823075,0.0,0.0,0.0,0.0,0.0,0.0,0.06945792721769249,0.0,0.0,0.0,12.0,2.7892359628006056,2.379695268526056
427,0.0,0.9398511800708383,0.0,0.0,0.0,0.0,0.0,0.0,0.060148819929161615,0.0,0.0,0.0,10.4,2.789338362980779,2.3887157934886423
432,0.12575234142048364,0.8742476585795163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.5,2.7442261477229435,2.41593917166914
454,0.0,0.9847573710936524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015242628906347576,-3.6,2.7865094379804463,2.443235070660132
467,0.0,0.9848053345178601,0.0,0.0,0.0,0.0,0.015194665482139987,0.0,0.0,0.0,0.0,0.0,3.0,2.7941481436766247,2.4396153925756803
475,0.0,0.9654211149301114,0.0,0.03457888506988867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8200000000000003,2.800684875486596,2.446204685643393
492,0.0,0.9769394679702521,0.0,0.0,0.0,0.0,0.0,0.0,0.023060532029747876,0.0,0.0,0.0,4.0,2.7897463341476727,2.4246543444631743
495,0.0,0.9502379103394575,0.0,0.0,0.0,0.0,0.04976208966054243,0.0,0.0,0.0,0.0,0.0,9.5,2.803585050477328,2.422815624424976
504,0.0,0.998955416991178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010445830088219876,0.0,0.17600000000000002,2.7903499353079555,2.446608281371692
508,0.0,0.9054656410155132,0.09453435898448685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,2.7914180153847674,2.39264274358392
516,0.0,0.8983942967238521,0.0,0.10160570327614789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.040000000000001,2.82139616231233,2.4446630688246485
517,0.0,0.9515148084201129,0.0,0.04848519157988706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5200000000000005,2.8049819241981853,2.4458848405936626
536,0.0,0.9894048996390534,0.0,0.0,0.0,0.010595100360946583,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,2.7931361497068403,2.452159813875781
548,0.0,0.927765123596847,0.0,0.0,0.0,0.0,0.07223487640315297,0.0,0.0,0.0,0.0,0.0,13.5,2.809720121258061,2.411893850068068
565,0.0,0.9762980535324651,0.0,0.023701946467535023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2600000000000002,2.7973239014584688,2.446454855231247
577,0.0,0.9924602080537542,0.0,0.0,0.0,0.0,0.007539791946245647,0.0,0.0,0.0,0.0,0.0,1.5,2.792058363201325,2.443335661114124
597,0.0,0.9676895464035408,0.0,0.0,0.0,0.0,0.0,0.0,0.03231045359645919,0.0,0.0,0.0,5.6000000000000005,2.7896445850104388,2.4156911704650312
616,0.0,0.9481478052995818,0.051852194700418276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.685,2.7907777829205065,2.41718498804726
618,0.0,0.9630590590466989,0.0,0.0,0.0,0.0,0.0,0.0,0.03694094095330116,0.0,0.0,0.0,6.4,2.789593649649514,2.4112042282162514
674,0.0,0.9363047521380563,0.0,0.0,0.0,0.0,0.06369524786194372,0.0,0.0,0.0,0.0,0.0,12.0,2.8073888026663107,2.4160441095390954
677,0.0,0.8673296180077804,0.1326703819922196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,2.791990055729883,2.370714530354474
704,0.0,0.8529806822994974,0.14701931770050256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.385,2.7922052897655076,2.362463892322211
712,0.0,0.9869614875350057,0.0,0.013038512464994425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,2.7940289003516834,2.4467001142133054
754,0.0,0.9599005675035458,0.0,0.04009943249645432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.802390724641405,2.446077713052582
755,0.0,0.9166565583460969,0.0,0.08334344165390309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,2.8157531234710564,2.4450831008419605
758,0.0,0.9339462906651815,0.06605370933481841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,2.790990805640022,2.4090191171324795
766,0.0,0.9974993622634556,0.0,0.0,0.0,0.0,0.00250063773654436,0.0,0.0,0.0,0.0,0.0,0.5,2.7906826741020763,2.445784690060039
771,0.0,0.9458530962499759,0.0,0.05414690375002403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8000000000000003,2.806731393258757,2.4457546212137498
805,0.0,0.9292067115119634,0.07079328848803645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.025,2.79106189932732,2.406293859119379
846,0.0,0.9014783148439841,0.0,0.0985216851560159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,2.820443200713209,2.4447340012414114
986,0.0,0.9623235404081152,0.03767645959188492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,2.7905651468938784,2.4253360357346665
1018,0.0,0.9973701535641982,0.0,0.0,0.0,0.0026298464358018208,0.0,0.0,0.0,0.0,0.0,0.0,-0.085,2.7907784345449977,2.4482807352142357
1044,0.0,0.9922150952047653,0.0,0.007784904795234848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42000000000000004,2.792405535581728,2.44682094718971
1110,0.0,0.9949861300773851,0.0,0.0,0.0,0.0,0.005013869922614808,0.0,0.0,0.0,0.0,0.0,1.0,2.7913687864888734,2.4445632592176088
1131,0.0,0.9974176421967851,0.0,0.002582357803215024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.7907979485611936,2.4469406057705263
1170,0.0,0.9343548188758752,0.0,0.06564518112412475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3600000000000003,2.810284360967355,2.4454901608341455
1292,0.0,0.9948227046471274,0.0,0.005177295352872583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,2.7915997842640374,2.4468809222068844
1341,0.0,0.8921768579652606,0.0,0.10782314203473939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32,2.8233173508887344,2.444520067733201
1384,0.0,0.9626677668679927,0.0,0.037332233132007335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9600000000000002,2.8015356600377905,2.446141358637964
1468,0.0,0.9197189261182158,0.0802810738817842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.695,2.791204216108227,2.4008383825179744
1597,0.0,0.9895947208212751,0.0,0.010405279178724856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,2.7932152312662257,2.446760678578889
1601,0.0,0.9543241946622211,0.0,0.045675805337779034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3800000000000003,2.8041138238493737,2.4459494564772317
1675,0.0,0.9314431638664068,0.0,0.06855683613359323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5000000000000004,2.8111840623652804,2.4454231927689274
1793,0.0,0.9683410308626501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03165896913734981,0.0,0.0,-2.475,2.7739489026473634,2.4360143377093397
1809,0.0,0.838605492941684,0.161394507058316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.39,2.7924209176058747,2.354198158441468
2276,0.0,0.9007087736107646,0.09929122638923528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.035,2.7914893683958386,2.38990754482619
2545,0.0,0.9708866710741832,0.0,0.029113328925816875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,2.798996018638078,2.4463303934347067
