,Al,Ti,V,Nb,Ta,Zr,Mo,Fe,Cr,Sn,W,Si,Moeq,Bo,Md
69,0.0,0.944500162904028,0.0,0.0,0.0,0.0,0.0,0.0,0.055499837095971914,0.0,0.0,0.0,9.600000000000001,2.7893895017919443,2.393220657854003
73,0.0,0.9786044698765402,0.0,0.0,0.0,0.021395530123459988,0.0,0.0,0.0,0.0,0.0,0.0,-0.68,2.796333076916545,2.457419623170125
74,0.1414842704746372,0.8585157295253627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.5,2.738499725547232,2.4120533851927646
76,0.0,0.9735990835489425,0.0,0.02640091645105762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000001,2.7981578831833773,2.446392778921626
82,0.0,0.9881280029524361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011871997047564024,-2.8,2.7872813126761082,2.444067616729252
83,0.0,0.9907867833349469,0.0,0.0,0.0,0.0,0.0,0.0,0.00921321666505308,0.0,0.0,0.0,1.6,2.789898654616684,2.4380723930515638
84,0.0,0.9611232592559705,0.0,0.0,0.0,0.0,0.038876740744029574,0.0,0.0,0.0,0.0,0.0,7.5,2.80061335022312,2.428105903998402
85,0.0,0.9997394341279192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026056587208074647,0.0,0.044000000000000004,2.790087289567147,2.4469022877979696
86,0.0,0.9591913811433097,0.0,0.0,0.0,0.04080861885669027,0.0,0.0,0.0,0.0,0.0,0.0,-1.2750000000000001,2.8020793511815802,2.466873797383208
88,0.0,0.9226173416470613,0.0,0.07738265835293867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9200000000000004,2.8139112414310583,2.445220198857882
92,0.0,0.9992046414365512,0.0,0.0,0.0007953585634488748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,2.790281556931461,2.44706681011933
97,0.0,0.9149707146416922,0.0850292853583077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.03,2.7912754392803745,2.398108160918973
98,0.0,0.9989387396691626,0.0,0.0,0.0010612603308373268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.790375686157116,2.44708914586779
99,0.0,0.9741751109509356,0.0,0.0,0.0,0.0,0.0,0.025824889049064426,0.0,0.0,0.0,0.0,8.7,2.7864103404221803,2.408830813985483
100,0.0,0.9285164443389634,0.0,0.07148355566103659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6400000000000006,2.8120884186992603,2.445355878219796
102,0.0,0.9386829976080033,0.06131700239199679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.355,2.7909197550358806,2.4117427236246023
105,0.0,0.895293854945714,0.0,0.10470614505428602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.180000000000001,2.822354198821775,2.444591758663752
106,0.0,0.9914163344105879,0.0,0.0,0.0,0.0,0.0,0.008583665589412181,0.0,0.0,0.0,0.0,2.9,2.7888068704830715,2.434313342258849
108,0.0,0.895949015636193,0.10405098436380703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37,2.7915607647654577,2.3871706839908113
110,0.0,0.9219951254223447,0.0,0.0,0.0,0.0,0.07800487457765526,0.0,0.0,0.0,0.0,0.0,14.5,2.8112953307597,2.40908963095526
112,0.0,0.9661246171353515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338753828646485,0.0,0.0,-2.64,2.772825180887623,2.435245242145967
114,0.0,0.9864415066024966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01355849339750346,-3.2,2.786895105011972,2.443651052130817
115,0.0,0.9648059835896503,0.0,0.0,0.0,0.03519401641034956,0.0,0.0,0.0,0.0,0.0,0.0,-1.105,2.8004174288574633,2.4641394859918404
117,0.0,0.9474806811810621,0.0,0.0,0.0,0.0,0.05251931881893798,0.0,0.0,0.0,0.0,0.0,10.0,2.8043377740375703,2.4214756110539963
120,0.0,0.9477944944316397,0.0,0.0,0.0,0.05220550556836032,0.0,0.0,0.0,0.0,0.0,0.0,-1.6150000000000002,2.8054528296482344,2.4724240812117912
121,0.0,0.9811845402462632,0.01881545975373669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,2.790282231896306,2.436181110641601
123,0.0,0.9620055832353714,0.0,0.0,0.0,0.03799441676462861,0.0,0.0,0.0,0.0,0.0,0.0,-1.1900000000000002,2.8012463473623304,2.4655032809643744
124,0.0,0.9675926834899188,0.0,0.0,0.0,0.03240731651008129,0.0,0.0,0.0,0.0,0.0,0.0,-1.02,2.7995925656869844,2.46278236314041
125,0.0,0.9655173407427312,0.0,0.0,0.0,0.0,0.0,0.03448265925726886,0.0,0.0,0.0,0.0,11.6,2.78520691036324,2.396034629617757
126,0.0,0.9813241525795705,0.0,0.0,0.0,0.018675847420429544,0.0,0.0,0.0,0.0,0.0,0.0,-0.5950000000000001,2.7955280508364475,2.456095137693749
127,0.0,0.9664813548088892,0.0,0.0,0.0,0.0,0.03351864519111069,0.0,0.0,0.0,0.0,0.0,6.5,2.799150590137173,2.43070993843712
129,0.0,0.9212180803052995,0.0,0.0,0.0,0.0,0.0,0.0,0.07878191969470057,0.0,0.0,0.0,13.600000000000001,2.7891333988833584,2.3706603198158356
130,0.0,0.9681607154299505,0.0,0.0318392845700496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6800000000000002,2.7998383389321457,2.446267696454889
132,0.0,0.9920726939939317,0.0,0.0,0.0,0.007927306006068321,0.0,0.0,0.0,0.0,0.0,0.0,-0.255,2.7923464825777966,2.4508605980249554
133,0.0,0.9789836807075484,0.0,0.021016319292451603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,2.796494042661368,2.4465166246562733
134,0.0,0.9075975993560189,0.0,0.09240240064398103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,2.81855234179899,2.444874744785188
139,0.0,0.95939124440307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040608755596930037,0.0,0.0,-3.1350000000000002,2.7694113609123567,2.432908761807865
142,0.0,0.9196447203770937,0.0,0.08035527962290628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0600000000000005,2.814829781403478,2.4451518285686733
145,0.0,0.9986724453350586,0.0,0.0,0.0013275546649414492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,2.7904699543513893,2.4471115145918554
146,0.0,0.9947277482880079,0.0,0.0,0.0,0.0052722517119921115,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,2.79156058650675,2.4495675865837403
147,0.0,0.9899214998388223,0.0,0.0,0.0,0.0,0.010078500161177676,0.0,0.0,0.0,0.0,0.0,2.0,2.7927514305440013,2.4421018489216677
150,0.0,0.9584232323337606,0.0,0.0,0.0,0.0,0.041576767666239314,0.0,0.0,0.0,0.0,0.0,8.0,2.801350457572883,2.4267936909142076
151,0.0,0.9997352707383621,0.0,0.0,0.00026472926163797355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,2.79009371415862,2.447022237257978
152,0.0,0.9616498565484951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03835014345150489,0.0,0.0,-2.97,2.7705564772700875,2.433692500222328
155,0.0,0.9982968378833182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017031621166817802,-0.4,2.78960997587528,2.44657931895718
156,0.0,0.963894269633652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036105730366348,0.0,0.0,-2.805,2.771694394704262,2.4344713115628775
157,0.0,0.9915080980602053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008491901939794726,-2.0,2.7880553544557873,2.444902500220871
161,0.0,0.9486911453181551,0.0,0.0513088546818449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,2.8058544360966904,2.445819896342318
162,0.0,0.963809263763068,0.0,0.0,0.0,0.0,0.036190736236932024,0.0,0.0,0.0,0.0,0.0,7.0,2.7998800709926823,2.429411302188851
164,0.008835975954744859,0.9911640240452552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,2.786783704752473,2.4448175139391783
166,0.0,0.9957112350463962,0.0,0.0,0.0,0.0,0.0,0.004288764953603711,0.0,0.0,0.0,0.0,1.45,2.789403861671449,2.4406612053985737
167,0.0,0.9045460394604675,0.0,0.09545396053953242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.760000000000001,2.8194952738067154,2.444804558907591
168,0.0,0.9334734273130447,0.0,0.0,0.0,0.0,0.06652657268695528,0.0,0.0,0.0,0.0,0.0,12.5,2.808161754343539,2.4146680856741396
170,0.0,0.9106331219597348,0.0,0.0893668780402652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,2.817614365314442,2.4449445618050736
171,0.0,0.9834765147793836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01652348522061633,0.0,0.0,-1.32,2.781622592993147,2.441266350628446
173,0.0,0.967043068789574,0.03295693121042602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.345,2.7904943539681564,2.4280497645540056
174,0.0,0.9571182980263506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04288170197364943,0.0,0.0,-3.3000000000000003,2.76825897709936,2.432120049415144
183,0.0,0.9822276797646093,0.0,0.0,0.0,0.0,0.017772320235390725,0.0,0.0,0.0,0.0,0.0,3.5,2.794851843424262,2.4383626523656003
184,0.0,0.9828080733491555,0.0,0.0,0.0,0.0,0.0,0.017191926650844458,0.0,0.0,0.0,0.0,5.8,2.787610322195533,2.421590332410052
185,0.06883030045942468,0.9311696995405753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,2.764945770632769,2.429998915786522
192,0.0,0.953787009155322,0.0,0.0,0.0,0.0,0.0,0.0,0.04621299084467812,0.0,0.0,0.0,8.0,2.789491657100709,2.4022196118715073
193,0.0,0.9744152199162229,0.0,0.0,0.0,0.0,0.0255847800837771,0.0,0.0,0.0,0.0,0.0,5.0,2.7969846449628712,2.4345657968792844
194,0.0,0.9102196204827752,0.08978037951722487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.365,2.7913467056927583,2.3953762817775957
207,0.0,0.9576011554293615,0.04239884457063841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.015,2.79063598266856,2.422620664371883
208,0.0,0.8577665743872664,0.14223342561273358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,2.792133501384191,2.3652157802726785
212,0.0,0.9731253821325085,0.0,0.0,0.0,0.02687461786749146,0.0,0.0,0.0,0.0,0.0,0.0,-0.8500000000000001,2.7979548868887774,2.4600879389014683
215,0.0,0.8434001442461405,0.1565998557538596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.055000000000001,2.7923489978363083,2.356955082941531
216,0.0,0.8193976100997363,0.1806023899002636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,2.7927090358485036,2.343153625807348
221,0.0,0.9897666666595404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01023333334045956,0.0,0.0,-0.8250000000000001,2.7848116999963866,2.4434490333308605
225,0.0,0.979636843500164,0.0,0.0,0.0,0.0,0.020363156499836003,0.0,0.0,0.0,0.0,0.0,4.0,2.795559141724455,2.4371035059410797
226,0.0,0.970543640982817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02945635901718306,0.0,0.0,-2.31,2.7750656259782884,2.4367786434210377
228,0.017604083726694825,0.9823959162733052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.7835921135234836,2.4426517913195065
230,0.0,0.9938969728643707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006103027135629185,0.0,0.0,-0.495,2.7869057652422358,2.4448822495839364
231,0.0,0.9419223530504395,0.0,0.0,0.0,0.0,0.058077646949560476,0.0,0.0,0.0,0.0,0.0,11.0,2.80585519761723,2.4187742635825136
235,0.0,0.9491454377874131,0.0,0.0,0.0,0.0,0.0,0.0,0.05085456221258688,0.0,0.0,0.0,8.8,2.7894405998156615,2.397721929216003
237,0.0,0.9953003954218447,0.004699604578155336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335,2.7900704940686722,2.4442977273675606
238,0.0,0.943000550994617,0.0,0.05699944900538298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9400000000000004,2.8076128297426632,2.445689012672876
242,0.0,0.9994701515046576,0.0,0.0,0.000529848495342404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2.790187566367351,2.4470445072736084
243,0.0,0.9244642575351113,0.07553574246488874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,2.7911330361369733,2.4035669480826893
244,0.0,0.9571194120503169,0.0,0.04288058794968314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,2.803250101676452,2.446013746477157
256,0.0,0.8816523719221383,0.11834762807786164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.375,2.791775214421168,2.3789501138552294
264,0.0,0.9792185926888451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02078140731115498,0.0,0.0,-1.6500000000000001,2.7794638264932447,2.43978885166303
271,0.0,0.9391210207911472,0.0,0.0,0.0,0.0,0.06087897920885268,0.0,0.0,0.0,0.0,0.0,11.5,2.806619961324017,2.4174128161044974
274,0.0,0.8864208174322268,0.11357918256777332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.040000000000001,2.791703687738517,2.3816919700235304
276,0.0,0.9867242733046317,0.0,0.0,0.0,0.01327572669536829,0.0,0.0,0.0,0.0,0.0,0.0,-0.42500000000000004,2.793929615101829,2.453465278900645
277,0.0,0.9255745430775795,0.0,0.07442545692242053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7800000000000002,2.812997466189028,2.4452882144907844
285,0.0,0.8625495520695894,0.13745044793041047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.715,2.792061756718956,2.3679659924400136
293,0.0,0.9434168349504999,0.05658316504950006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0200000000000005,2.790848747475742,2.4144646800965375
295,0.0,0.9723163479116821,0.0,0.0,0.0,0.0,0.0,0.0,0.027683652088317943,0.0,0.0,0.0,4.800000000000001,2.789695479827029,2.42017454112642
297,0.0,0.9905979523189865,0.009402047681013527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.7901410307152155,2.441593822583417
298,0.0,0.8242039778155514,0.17579602218444856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.395000000000001,2.7926369403327667,2.3459172872439424
299,0.0,0.9584248814350149,0.0,0.0,0.0,0.0,0.0,0.0,0.041575118564985136,0.0,0.0,0.0,7.2,2.7895426736957853,2.40671371011053
302,0.0,0.9784946864574077,0.0,0.0,0.0,0.0,0.0,0.021505313542592355,0.0,0.0,0.0,0.0,7.25,2.7870107614175796,2.4152151465840483
303,0.0,0.8890431728296272,0.0,0.11095682717037274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.460000000000001,2.8242856595956454,2.444447992975081
310,0.0,0.9528759112590018,0.04712408874099817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,2.790706861331115,2.4199036489739263
314,0.0,0.9932017067952539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006798293204746122,-1.6,2.788443190856113,2.4453208215784277
323,0.0,0.9248878986594465,0.0,0.0,0.0,0.0,0.07511210134055336,0.0,0.0,0.0,0.0,0.0,14.0,2.810505603665971,2.410495518748491
326,0.0,0.9258819394228431,0.0,0.0,0.0,0.0,0.0,0.0,0.07411806057715682,0.0,0.0,0.0,12.8,2.7891847013336513,2.375179599300735
328,0.0,0.9840307221855429,0.0,0.0,0.0,0.015969277814457186,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,2.7947269062330795,2.454777038295641
330,0.0,0.9815589109713826,0.0,0.0,0.0,0.0,0.0,0.0,0.01844108902861726,0.0,0.0,0.0,3.2,2.7897971480206847,2.42913058473127
331,0.0,0.9858926681189781,0.01410733188102179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0050000000000001,2.7902116099782153,2.4388882841684123
341,0.0,0.9948976963259335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005102303674066542,-1.2,2.7888315724586388,2.4457397309925057
345,0.0,0.9979778343745513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002022165625448727,0.0,0.0,-0.165,2.7889747620278977,2.4462983085279695
347,0.0,0.9749079630143154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025092036985684532,0.0,0.0,-1.98,2.7772783372482577,2.438293063165967
357,0.0,0.9557090729020281,0.0,0.0,0.0,0.0,0.044290927097971874,0.0,0.0,0.0,0.0,0.0,8.5,2.8020914230977465,2.4254746094303856
358,0.0,0.9994784822417957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005215177582042679,0.0,0.08800000000000001,2.790174708448998,2.446804430840673
361,0.0,0.9770699272782366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022930072721763402,0.0,0.0,-1.8150000000000002,2.7783744531300663,2.4390432647655484
362,0.0,0.9449097289278303,0.0,0.0,0.0,0.05509027107216966,0.0,0.0,0.0,0.0,0.0,0.0,-1.7000000000000002,2.8063067202373624,2.4738289620121465
365,0.0,0.9563632750288757,0.0,0.0,0.0,0.043636724971124294,0.0,0.0,0.0,0.0,0.0,0.0,-1.36,2.802916470591453,2.468251085060938
370,0.0,0.9873699081008899,0.0,0.0,0.0,0.0,0.012630091899110192,0.0,0.0,0.0,0.0,0.0,2.5,2.7934480150884573,2.4408617753370327
379,0.0,0.9372515253797554,0.0,0.06274847462024451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,2.809389278657655,2.4455567850837343
396,0.0,0.9447088674269016,0.0,0.0,0.0,0.0,0.05529113257309838,0.0,0.0,0.0,0.0,0.0,10.5,2.805094479192456,2.4201285095694742
400,0.0,0.9420105325261708,0.0,0.0,0.0,0.0579894674738292,0.0,0.0,0.0,0.0,0.0,0.0,-1.7850000000000001,2.8071648823722537,2.475240870659755
401,0.0,0.9770327243546802,0.0,0.0,0.0,0.0,0.022967275645319703,0.0,0.0,0.0,0.0,0.0,4.5,2.796270066251172,2.435837904036375
