,Si,Fe,Ti,Cr,V,Al,Zr,W,Mo,Nb,Sn,Ta,Moeq,Bo,Md,fliter
7423,0.0106341995175469,0.0,0.9452695230058576,0.0,0.0,0.0,0.0,0.0,0.0440962774765954,0.0,0.0,0.0,6.1,2.799603052061592,2.4229425618655407,False
7502,0.0,0.0,0.9562278717550512,0.0,0.0048831919183132,0.0,0.0,0.0,0.0388889363266355,0.0,0.0,0.0,7.835,2.8006899274959465,2.4252921415922253,False
7507,0.0,0.0,0.9199183261525964,0.0,0.0,0.0,0.0,0.0,0.0491703981068409,0.0,0.0309112757405626,0.0,6.69,2.787751501882702,2.4123769738381,False
7541,0.0,0.0,0.9661863633809046,0.0,0.0,0.0,0.0,0.0002693458109926,0.0335442908081028,0.0,0.0,0.0,6.544,2.799247822237295,2.43059646998814,False
7560,0.0,0.025882241330797,0.9733189690903636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007987895788394,8.774999999999999,2.786685139965929,2.408813145637705,False
7580,0.0,0.0,0.9593123983415202,0.0,0.0,0.0,0.0,0.0016307673005414,0.0390568343579384,0.0,0.0,0.0,7.764,2.801208822825399,2.4274068407643394,False
7582,0.0,0.0313486071648247,0.9247866713428452,0.0,0.0,0.0,0.04386472149233,0.0,0.0,0.0,0.0,0.0,8.790000000000001,2.7986265011658187,2.4220288779771537,False
7585,0.0,0.0,0.9575112750672014,0.0,0.0,0.0,0.0,0.0008156277886306,0.041673097144168,0.0,0.0,0.0,8.132,2.8016499908295494,2.4264410143671977,False
7588,0.0,0.0,0.894741320915016,0.0670445310770044,0.0,0.0,0.0382141480079795,0.0,0.0,0.0,0.0,0.0,10.010000000000002,2.800573897968515,2.4006441394662685,False
7631,0.0,0.021617002344937,0.9765149669563714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018680306986915,7.425,2.7876565195413905,2.415206985112873,False
7647,0.0,0.0,0.8029940274944515,0.0,0.1791992332376676,0.0178067392678808,0.0,0.0,0.0,0.0,0.0,0.0,11.73,2.786206335405057,2.3395621762891743,False
7677,0.0,0.0234443498833732,0.8807287057770636,0.0,0.0,0.0,0.0,0.0,0.0,0.0958269443395631,0.0,0.0,12.010000000000002,2.816351761167136,2.4101452311525646,False
7683,0.0,0.0,0.8738906038815049,0.0542910729914519,0.0,0.0,0.0,0.0,0.0,0.0718183231270432,0.0,0.0,12.44,2.8115946600433506,2.3927401288393613,False
7730,0.0068832295087932,0.0,0.798632466504987,0.0,0.1944843039862198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.135000000000002,2.79134100500228,2.333471367519252,False
7736,0.0,0.0,0.8379297113064857,0.0,0.1181024934958606,0.0,0.0439677951976536,0.0,0.0,0.0,0.0,0.0,6.680000000000001,2.804786004780943,2.400503382501137,False
7740,0.0017788814381907,0.0,0.9539627523160056,0.0,0.0,0.0,0.0,0.0,0.0442583662458037,0.0,0.0,0.0,8.1,2.8016751701357587,2.4250510502893063,False
7756,0.0,0.0,0.9550874626302912,0.0,0.0,0.0,0.0,0.0,0.0443590792229495,0.0,0.0,0.0005534581467593,8.55,2.802305952811818,2.4254879779819745,False
7773,0.0,0.0,0.8160305350554313,0.0,0.0630224116626294,0.0,0.0,0.0,0.0,0.1209470532819392,0.0,0.0,9.900000000000002,2.828317975639059,2.4079803310685035,False
7811,0.0,0.0172352354799917,0.9802569434533586,0.0,0.0,0.0,0.0,0.0,0.0025078210666496,0.0,0.0,0.0,6.3,2.7882889374194764,2.4203075209221803,False
7829,0.0,0.0,0.8062762322475271,0.0,0.1833698880657471,0.0,0.0,0.0,0.0,0.0,0.0103538796867258,0.0,11.905,2.7875011313198166,2.337969518110901,False
7833,0.0,0.0265211473837611,0.9437136442059748,0.0,0.0,0.0,0.029765208410264,0.0,0.0,0.0,0.0,0.0,7.764999999999999,2.795124062203095,2.4222974006625995,False
7834,0.0,0.0,0.8233901976405005,0.0,0.1239884756773975,0.0,0.0526213266821019,0.0,0.0,0.0,0.0,0.0,6.76,2.8074357398330627,2.40133321257968,False
7861,0.0,0.0,0.9635072974666012,0.0,0.0,0.0,0.0,0.0,0.0362183419507083,0.0,0.0,0.0002743605826907,7.025,2.799984730998817,2.429420932100902,False
7885,0.0,0.0,0.8398363862403772,0.0,0.1225375061181749,0.0,0.0,0.0,0.0,0.0376261076414479,0.0,0.0,10.335,2.80346452985298,2.375675533506296,False
7887,0.0,0.0,0.8578899738092876,0.0812329683353582,0.0,0.0608770578553541,0.0,0.0,0.0,0.0,0.0,0.0,10.9,2.7669471882889622,2.3532486203927654,False
7896,0.0,0.0,0.9034746974312436,0.0,0.0493568875660935,0.0,0.0,0.0,0.0471684150026627,0.0,0.0,0.0,12.35,2.8036173306092183,2.3956959399582023,False
7909,0.0,0.0,0.9001942361350396,0.062272994711686,0.0,0.0,0.0,0.0,0.0,0.0375327691532745,0.0,0.0,12.36,2.8009126227265333,2.3857942144338518,False
7916,0.0,0.031871050877102,0.9295750915201304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385538576027675,0.0,7.18,2.76602311812348,2.3865163982154827,False
7951,0.0,0.0,0.7834142186448952,0.0,0.0,0.1434636267576241,0.0,0.0,0.0731221545974805,0.0,0.0,0.0,6.5,2.7577415880653366,2.3760271170564917,False
7963,0.0,0.0235066878587534,0.8775856325047903,0.0,0.0,0.0,0.0,0.0,0.0,0.0989076796364563,0.0,0.0,12.15,2.817295043395298,2.409982238713124,False
7999,0.0,0.0,0.8804111544474374,0.074130891277405,0.0,0.0,0.0,0.0,0.0,0.0,0.0454579542751573,0.0,8.535,2.7661373773784432,2.3593932562187145,False
8010,0.0,0.0258866709998306,0.971472135999085,0.0,0.0,0.0,0.0026411930010844,0.0,0.0,0.0,0.0,0.0,8.614999999999998,2.787183545859344,2.4100257612537783,False
8017,0.0,0.0,0.8472557788044986,0.0668550202169973,0.0,0.085889200978504,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.7580009256214377,2.36100285276804,False
8032,0.0,0.0129081404134043,0.9587908466155084,0.0,0.0283010129710872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.359999999999999,2.7886302836771035,2.411648686010613,False
8038,0.0,0.040524720140885,0.9298199649013296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0296553149577852,0.0,10.739999999999998,2.76933181921682,2.37681406934142,False
8039,0.0,0.0,0.8200704615679786,0.0,0.0,0.0,0.0,0.0,0.0350667574932251,0.1448627809387962,0.0,0.0,12.72,2.8443358241057384,2.4266257118967003,False
8053,0.0,0.0,0.8940421546074084,0.0,0.0,0.0546917815128256,0.0,0.0,0.0512660638797659,0.0,0.0,0.0,7.0,2.784087826968508,2.4085758229207657,False
8065,0.0,0.0,0.7978200974048534,0.0,0.0937076837444498,0.0,0.0,0.0,0.0,0.1084722188506967,0.0,0.0,11.35,2.8249235308810325,2.3906232208133757,False
8074,0.0,0.0,0.8089325804283405,0.0,0.1828096238312978,0.0,0.0,0.0,0.0,0.0,0.0082577957403614,0.0,12.07,2.788555441917106,2.3390190111750977,False
8111,0.0,0.0,0.949980115555984,0.0,0.0,0.0,0.0055079886158821,0.0,0.0445118958281339,0.0,0.0,0.0,8.33,2.803782112191381,2.4280496090834616,False
8116,0.0,0.0355495060583001,0.94354595593073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0209045380109696,0.0,9.95,2.7744600178863346,2.387203955356026,False
8137,0.0,0.0,0.7754397801215871,0.0,0.0904142010129682,0.0,0.0,0.0,0.0,0.1341460188654445,0.0,0.0,12.135000000000002,2.8328073328446166,2.391926475983638,False
8146,0.0162976743107545,0.0,0.914796502294792,0.0,0.0,0.0,0.0,0.0,0.0689058233944535,0.0,0.0,0.0,9.4,2.8050791223695235,2.40948624427554,False
8189,0.0,0.0,0.7919226671380473,0.0,0.1180328315341218,0.0,0.0,0.0,0.0,0.0900445013278308,0.0,0.0,12.185,2.819594243383312,2.37706009833734,False
8224,0.0,0.0,0.8260516388610609,0.0465584642272667,0.0,0.0,0.0,0.0,0.0,0.1273898969116722,0.0,0.0,13.36,2.828851335039207,2.3989548805348098,False
8243,0.0,0.0,0.8329559675388631,0.0,0.1230623336163743,0.0,0.0439816988447625,0.0,0.0,0.0,0.0,0.0,7.015,2.8048645178622955,2.397658245507984,False
8250,0.0,0.0,0.92625981518806,0.0,0.010004002427283,0.0,0.0,0.0,0.063736182384657,0.0,0.0,0.0,12.67,2.8075500378274203,2.410271913965369,False
8251,0.0,0.0,0.8531732766693874,0.0600323178720757,0.0,0.0,0.0,0.0,0.0,0.0867944054585369,0.0,0.0,13.94,2.816159115790095,2.386832412656412,False
8275,0.0,0.0086007646754279,0.9683056462360232,0.0230935890885487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,2.7885504642301413,2.411910381982913,False
8280,0.0068853276476288,0.0,0.7938261203394542,0.0,0.1992885520129168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.47,2.7914125882488863,2.330708406663609,False
8293,0.0,0.0,0.8418664892600821,0.0,0.1310326729710575,0.0,0.0271008377688604,0.0,0.0,0.0,0.0,0.0,8.195,2.7999873380741493,2.384854321035077,False
8308,0.0,0.0172056287824999,0.9735547341361984,0.0092396370813015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,2.7875067815913384,2.412616872327684,False
8313,0.0,0.0,0.7556552328394014,0.0,0.2100123613755705,0.0,0.0,0.0,0.0,0.0,0.0343324057850281,0.0,11.43,2.7757436556876245,2.3143295474016425,False
8322,0.0,0.0282301458001336,0.8727846124370517,0.0,0.0,0.0,0.0,0.0,0.0,0.0989852417628145,0.0,0.0,13.6,2.8166624494384918,2.402999183946858,False
8326,0.0,0.0,0.8664455848368043,0.0498525737669523,0.0,0.0,0.0,0.0,0.0,0.0837018413962431,0.0,0.0,12.2,2.8153154906800024,2.396767713667709,False
8344,0.0,0.0,0.8892002691463716,0.0,0.0732917264753609,0.0,0.0,0.0,0.0,0.0375080043782674,0.0,0.0,6.985,2.802689349250016,2.4039945731759675,False
8356,0.0,0.0,0.9643776972851626,0.0,0.0,0.0,0.0,0.0,0.0336979722998764,0.0,0.0,0.0019243304149608,6.675,2.799880759404762,2.430784429217117,False
8383,0.0,0.0,0.9688432801515912,0.0,0.0,0.0,0.0,0.0,0.0308837778535587,0.0,0.0,0.0002729419948501,6.025,2.798527892820198,2.432013411090738,False
8433,0.0,0.0,0.9581155585561152,0.0,0.0,0.0,0.0,0.0,0.0416086474503852,0.0,0.0,0.0002757939934998,8.025,2.8014567918276545,2.426801364034568,False
8441,0.0,0.0280065642194727,0.8822094058241439,0.0,0.0,0.0,0.0,0.0,0.0,0.0897840299563834,0.0,0.0,13.18,2.8138503528300163,2.403541265394623,False
8456,0.0,0.0,0.8124268111446133,0.0470713868147916,0.0,0.0,0.0,0.0,0.0,0.1405018020405949,0.0,0.0,13.920000000000002,2.8328972715755807,2.398156284729533,False
8464,0.0,0.0,0.8503144644243311,0.0257497049802157,0.0,0.0,0.0,0.0,0.0,0.123935830595453,0.0,0.0,10.02,2.8280129248992125,2.4191980117704754,False
8467,0.0,0.0,0.7491464381483747,0.0,0.1645541035430842,0.086299458308541,0.0,0.0,0.0,0.0,0.0,0.0,7.0600000000000005,2.761055308728838,2.3310654242605167,False
8493,0.0,0.0,0.9391720787538568,0.0,0.0,0.0,0.0,0.0,0.0479177304755551,0.0,0.012910190770588,0.0,8.01,2.7965360736991385,2.4192321467914857,False
8522,0.003448621555465,0.0,0.7921647689393543,0.0,0.2043866095051807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.605,2.7922760648063765,2.3286258900103216,False
8529,0.0,0.0,0.822999037145558,0.0,0.1329914303188131,0.0,0.0440095325356288,0.0,0.0,0.0,0.0,0.0,7.685,2.8050216930853287,2.391962569911533,False
8544,0.0,0.0217660325930952,0.970042414276342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081915531305629,0.0,6.59,2.7828214040323647,2.4119873348911,False
8545,0.0,0.0312709539324457,0.9277077353608456,0.0,0.0,0.0,0.0410213107067086,0.0,0.0,0.0,0.0,0.0,8.875,2.797795645372576,2.4207589084020125,False
8586,0.0,0.0,0.8224439386015059,0.0,0.0,0.1087486178060412,0.0,0.0,0.0688074435924529,0.0,0.0,0.0,7.5,2.769199935219341,2.3866986738159754,False
8737,0.0,0.0,0.9100690023146764,0.0581133269928677,0.0,0.0,0.0,0.0,0.0,0.0,0.0318176706924559,0.0,7.125000000000002,2.7732291943620035,2.379647454413629,False
8753,0.0,0.0,0.8201489865783379,0.0,0.0,0.0,0.0,0.0,0.0379926248810458,0.1418583885406162,0.0,0.0,13.080000000000002,2.844206228651576,2.425272841371378,False
8775,0.0,0.0,0.7927464599708,0.0,0.1862235228270497,0.0,0.0,0.0,0.0,0.0,0.0210300172021502,0.0,11.08,2.7821311341209154,2.3326240584053,False
8809,0.0,0.0218987771909616,0.9657389563220103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012362266487028,0.0,6.26,2.7806884008615333,2.4103439008407603,False
8823,0.0,0.0,0.909671336451816,0.0,0.0,0.0,0.0,0.0,0.0792803667821614,0.0,0.0110482967660226,0.0,13.675,2.806042053671157,2.4046359827660595,False
8824,0.0,0.0,0.9599012265700584,0.0,0.0,0.0,0.0,0.0,0.0389959415040652,0.0,0.0,0.0011028319258763,7.6,2.80103629453237,2.428140610310798,False
8830,0.0,0.0,0.7937945984373096,0.0,0.1937347951268169,0.0,0.0,0.0,0.0,0.0,0.0124706064358735,0.0,12.41,2.7865834244639145,2.331275192368832,False
8856,0.0054570615524707,0.0,0.9253263166613624,0.0,0.0,0.0,0.0,0.0,0.069216621786167,0.0,0.0,0.0,11.8,2.8076464706521085,2.4120128276084625,False
8869,0.0,0.0,0.9586716770383916,0.0,0.0,0.0,0.0,0.0,0.0391158754799448,0.0,0.0,0.0022124474816636,7.7,2.801461840414534,2.428175530105207,False
8878,0.0,0.0,0.7835782837215043,0.0,0.1140714457302919,0.0,0.0,0.0,0.0,0.1023502705482037,0.0,0.0,12.41,2.8233373052853485,2.379054862482473,False
8898,0.0,0.0,0.8253752175847651,0.0,0.1502634493325778,0.0,0.024361333082657,0.0,0.0,0.0,0.0,0.0,9.62,2.799464906332455,2.372462485845021,False
8905,0.0,0.0,0.7827056562378504,0.0,0.1983804901875797,0.0,0.01891385357457,0.0,0.0,0.0,0.0,0.0,13.14,2.798574208010887,2.3421422648329577,False
8931,0.0,0.0,0.8086849317484665,0.0,0.1480267154905623,0.0,0.0,0.0,0.0,0.0432883527609711,0.0,0.0,12.29,2.8055965017354985,2.3608890064794243,False
8932,0.0,0.0,0.9574826142840994,0.0,0.0,0.0091322969390858,0.0,0.0,0.0333850887768148,0.0,0.0,0.0,6.0,2.795789973150243,2.428519169510514,False
8941,0.0,0.0,0.7946188544454523,0.0,0.0,0.1346829262882277,0.0,0.0,0.0706982192663199,0.0,0.0,0.0,6.5,2.7602760286907904,2.3793739826433766,False
8962,0.0,0.0264563035889241,0.9465505755597744,0.0,0.0,0.0,0.0269931208513013,0.0,0.0,0.0,0.0,0.0,7.85,2.794312537573125,2.421043233150154,False
8963,0.0,0.0406521639984864,0.9274743614487452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0318734745527683,0.0,10.575,2.768189497605957,2.375856005940426,False
9024,0.0,0.0,0.9596152967610244,0.0094990568774231,0.0,0.0,0.0,0.0,0.0308856463615525,0.0,0.0,0.0,7.6,2.798327291831052,2.4227849897540628,False
9035,0.0,0.0,0.9246768031505114,0.0,0.0,0.0,0.0,0.0,0.0727513735300067,0.0,0.0,0.0025718233194818,13.725,2.810771550428788,2.4118588656232536,False
9084,0.0,0.0,0.8068853658713483,0.0,0.0784323655600835,0.0,0.0,0.0,0.0,0.1146822685685682,0.0,0.0,10.625,2.826613306471089,2.3992636976258748,False
9089,0.0,0.0,0.810380781930924,0.0,0.1116813803346453,0.0,0.0,0.0,0.0,0.0779378377344305,0.0,0.0,11.29,2.8157580125649586,2.380990636039687,False
9093,0.0,0.0,0.8671136358117082,0.0401638330238262,0.0,0.0,0.0,0.0,0.0,0.0927225311644655,0.0,0.0,11.02,2.818209459966558,2.405948627583129,False
9126,0.0,0.0,0.9607969036618926,0.0,0.0,0.0,0.0,0.0,0.0284999292572664,0.010703167080841,0.0,0.0,6.0600000000000005,2.801087759315214,2.4329028615381096,False
9177,0.0,0.0317703396410732,0.9319327441124348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036296916246492,0.0,7.345000000000001,2.7671813862529198,2.3874484080729617,False
9200,0.0,0.0218322031148038,0.967897226731492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102705701537041,0.0,6.425,2.7817581446991144,2.4111681159529845,False
9204,0.0,0.0321770523950346,0.922411588216522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454113593884434,0.0,6.6850000000000005,2.762503830507149,2.383684574852349,False
9214,0.0,0.0,0.8416978816253189,0.0806211354848177,0.0,0.0776809828898632,0.0,0.0,0.0,0.0,0.0,0.0,9.9,2.7608372897377564,2.349690916941415,False
9226,0.0,0.0,0.855302450841147,0.0671064990375349,0.0,0.0775910501213179,0.0,0.0,0.0,0.0,0.0,0.0,7.5,2.761018686266427,2.3628088130526628,False
9252,0.0,0.0,0.8685335954420699,0.0,0.0977373060710479,0.0,0.0,0.0,0.0337290984868823,0.0,0.0,0.0,13.2,2.800674103477985,2.374408707144523,False
9282,0.0,0.0,0.8616602269866022,0.0,0.0,0.0,0.0,0.0,0.0565605579731325,0.0817792150402653,0.0,0.0,13.92,2.830710809774107,2.4176306468791315,False
9324,0.0,0.0,0.7868970324843929,0.0785504358271706,0.0,0.1345525316884364,0.0,0.0,0.0,0.0,0.0,0.0,6.4,2.74015882367131,2.337650152356428,False
9331,0.0,0.0215533091771269,0.977661022055904,0.0,0.0,0.0,0.0,0.000785668766969,0.0,0.0,0.0,0.0,7.382,2.787267289061314,2.414849583248593,False
9339,0.0,0.0,0.7881147914542918,0.0,0.0745869643422377,0.0,0.0,0.0,0.0,0.1372982442034705,0.0,0.0,11.27,2.8335439619240064,2.400954635886533,False
9346,0.0,0.0,0.7847561577780504,0.0,0.1682626013355767,0.0,0.0469812408863728,0.0,0.0,0.0,0.0,0.0,9.945,2.8064303863224,2.373128868543707,False
9364,0.0,0.0,0.7777980404891432,0.0,0.2032822251005546,0.0,0.0189197344103022,0.0,0.0,0.0,0.0,0.0,13.475,2.7986494747619584,2.3393266312249987,False
9389,0.0,0.0,0.923868608764754,0.0289944628798429,0.0,0.0,0.0,0.0,0.0471369283554031,0.0,0.0,0.0,13.8,2.8025494423493464,2.3959958182887062,False
9418,0.0,0.0,0.8015898950919771,0.0,0.0836893013587733,0.0,0.0,0.0,0.0,0.1147208035492495,0.0,0.0,10.96,2.8267040678171,2.396240073237072,False
9539,0.0,0.0,0.8022650448391222,0.0791311300759006,0.0,0.1186038250849772,0.0,0.0,0.0,0.0,0.0,0.0,7.4,2.745957765238233,2.341026790160463,False
9542,0.0,0.0,0.9285326043739022,0.0049126314506029,0.0,0.0,0.0,0.0,0.0665547641754948,0.0,0.0,0.0,13.3,2.808115411673953,2.409894044735075,False
9581,0.0,0.0,0.9166017136212344,0.0431496006722073,0.0,0.0,0.0,0.0,0.0,0.0402486857065581,0.0,0.0,9.3,2.801962198275932,2.40426231717738,False
9599,0.0,0.0,0.928280104744228,0.0,0.0,0.0,0.0,0.0019604803109595,0.0697594149448124,0.0,0.0,0.0,13.308,2.809701081184105,2.4123617442202114,False
9610,0.0,0.0,0.8685154580698184,0.0731292699662896,0.0,0.0,0.0583552719638918,0.0,0.0,0.0,0.0,0.0,10.215,2.8064687385316827,2.4045567548490805,False
9618,0.0,0.0,0.8297832954951974,0.0,0.1233695064897228,0.0,0.0468471980150797,0.0,0.0,0.0,0.0,0.0,6.93,2.805717313209809,2.398877119201753,False
9624,0.0,0.0,0.9171643746070997,0.0,0.0,0.0,0.0424635807133939,0.0,0.0403720446795065,0.0,0.0,0.0,6.225,2.813590788088669,2.448058950093183,False
9630,0.0,0.0,0.8095058951605456,0.0,0.1521283761283413,0.0,0.0383657287111129,0.0,0.0,0.0,0.0,0.0,9.195,2.8036381813404145,2.3782102936085154,False
9640,0.0,0.0266517932548328,0.9379978564606846,0.0,0.0,0.0,0.0353503502844825,0.0,0.0,0.0,0.0,0.0,7.594999999999999,2.796759104421785,2.4248242701579,False
9642,0.0,0.0,0.9131223304057002,0.0,0.0,0.0,0.0,0.0,0.0736491072831284,0.0,0.0132285623111713,0.0,12.51,2.8033993251965303,2.406616222738424,False
9671,0.0,0.0,0.8822191459594002,0.0,0.0690804965444993,0.0,0.0,0.0,0.0,0.0487003574961004,0.0,0.0,7.210000000000001,2.8060846179144625,2.4061586062645026,False
9732,0.0,0.0372258515656401,0.8686057955097147,0.0,0.0,0.0941683529246449,0.0,0.0,0.0,0.0,0.0,0.0,7.549999999999999,2.7505483261678045,2.3687206082135965,False
9768,0.0,0.0,0.927428286790506,0.0,0.0,0.0,0.0,0.000279487760365,0.072292225449129,0.0,0.0,0.0,13.544,2.8098294059473345,2.4117611705215865,False
9770,0.0,0.0259591084749929,0.972171513786743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001869377738264,8.875,2.7870534436413217,2.4087894654039745,False
9780,0.0,0.0,0.7986077494319118,0.0,0.0,0.0,0.0,0.0,0.0386512287063959,0.1627410218616921,0.0,0.0,13.920000000000002,2.850838761192109,2.4244724593458726,False
9788,0.0,0.0,0.830331295812941,0.0,0.0,0.0,0.0,0.0,0.0260704849357075,0.1435982192513514,0.0,0.0,11.22,2.841489092136116,2.4310269852784647,False
9793,0.0,0.0413015990958269,0.9155215122865996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0431768886175732,0.0,9.749999999999998,2.7623683951965705,2.37097385618607,False
9833,0.0,0.0087819884733858,0.9682171187873434,0.0,0.0,0.0,0.0,0.0,0.0230008927392708,0.0,0.0,0.0,7.4,2.7950585473200205,2.42284178716505,False
9874,0.0,0.0,0.8182941281085023,0.0,0.169254635874704,0.0,0.0,0.0,0.0,0.0,0.0124512360167936,0.0,10.735,2.7862260428776064,2.345358005474218,False
9897,0.0,0.0267882074091144,0.9480077248162752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0252040677746103,0.0,6.719999999999999,2.7734979768084056,2.398661217931539,False
9940,0.0,0.0,0.906418840059312,0.0498850096316261,0.0,0.0436961503090618,0.0,0.0,0.0,0.0,0.0,0.0,6.300000000000001,2.773545866181553,2.3878684765406164,False
9959,0.0,0.0,0.8935358064775306,0.0,0.0592658480560267,0.0,0.0,0.0,0.0471983454664426,0.0,0.0,0.0,13.02,2.80377413603318,2.389983741471094,False
9999,0.0,0.0,0.8064907837178525,0.0,0.1613399316058795,0.0,0.0,0.0,0.0,0.0321692846762679,0.0,0.0,12.735,2.802360407939055,2.353489645779065,False
10022,0.0,0.0239525120247573,0.8551072313094771,0.0,0.0,0.0,0.0,0.0,0.0,0.1209402566657655,0.0,0.0,13.13,2.824041140138281,2.408816561324096,False
10036,0.0,0.0,0.8188107552797287,0.0,0.0,0.0,0.0214822932687531,0.0,0.0,0.159706951451518,0.0,0.0,6.825000000000001,2.8457082068060697,2.453788616938497,False
10083,0.0,0.0,0.8222325560767324,0.0,0.1506327677886324,0.0,0.0271346761346353,0.0,0.0,0.0,0.0,0.0,9.535,2.800291355652682,2.3736007457991044,False
10153,0.0,0.0,0.9012600285187304,0.0,0.0,0.0,0.0,0.0,0.0558528656360307,0.0,0.0428871058452387,0.0,6.865,2.783504069655101,2.404973681572592,False
10174,0.0,0.0,0.7864748393839145,0.0,0.1636713719582218,0.0,0.0498537886578635,0.0,0.0,0.0,0.0,0.0,9.525000000000002,2.807211792022101,2.377167756200402,False
10178,0.0,0.0294630655196389,0.9182682825554512,0.0,0.0,0.0522686519249098,0.0,0.0,0.0,0.0,0.0,0.0,7.15,2.7668788445921035,2.3905432321365216,False
10217,0.0,0.0,0.9437319294957844,0.0,0.0,0.0,0.0,0.0,0.0236716950706153,0.0325963754336001,0.0,0.0,6.18,2.80653465276326,2.434745839560708,False
10255,0.0085979224026169,0.0,0.7970559844369763,0.0,0.1943460931604066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.735,2.790946267167207,2.33312730959932,False
10279,0.0,0.0,0.9578074125868652,0.0,0.0,0.0,0.0,0.0,0.0416405761609184,0.0,0.0,0.0005520112522161,8.05,2.801563289275215,2.42680904893098,False
10288,0.0,0.0,0.8268520979324259,0.070808540499057,0.0,0.102339361568517,0.0,0.0,0.0,0.0,0.0,0.0,6.800000000000001,2.7519695784435707,2.35310870194899,False
10300,0.0,0.0,0.9404223833708868,0.0,0.0,0.0183334262828919,0.0,0.0,0.0412441903462212,0.0,0.0,0.0,7.0,2.794586296797546,2.422426967199862,False
10350,0.0,0.0401471383094721,0.9367693562966012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0230835053939265,0.0,11.235,2.7727162105402625,2.3796525532069075,False
10358,0.0,0.0,0.7258892522274365,0.0,0.1876843983236625,0.086426349448901,0.0,0.0,0.0,0.0,0.0,0.0,8.735000000000001,2.761356074775456,2.317734162650016,False
10369,0.0,0.0,0.9658909202025674,0.0,0.0,0.0,0.0,0.0005391040985979,0.0335699756988345,0.0,0.0,0.0,6.588,2.799345203238812,2.430482827773392,False
10387,0.0,0.0,0.8982994367122142,0.0669220651387867,0.0,0.0,0.0,0.0,0.0,0.034778498148999,0.0,0.0,13.02,2.8000104132115142,2.381352613423089,False
10424,0.0,0.0,0.9539361862435644,0.0,0.0,0.0,0.0,0.0,0.0418368664328794,0.0,0.0042269473235561,0.0,7.67,2.799278402243133,2.4252005321923464,False
10461,0.0,0.0256256836533822,0.9566950449357622,0.0,0.0,0.0176792714108557,0.0,0.0,0.0,0.0,0.0,0.0,7.699999999999999,2.780002775178629,2.4047584595218203,False
10465,0.0,0.0,0.8960510777586141,0.0,0.0,0.0,0.0,0.0,0.0562285479387804,0.0,0.0477203743026053,0.0,6.535,2.781156163815866,2.403113955818749,False
10513,0.0,0.0280806968699224,0.8790844394845163,0.0,0.0,0.0,0.0,0.0,0.0,0.0928348636455612,0.0,0.0,13.32,2.8147827560015592,2.4033615281624066,False
10568,0.0,0.026378224556708,0.9591444165398222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144773589034699,0.0,7.544999999999999,2.7789934058225585,2.4029893405656817,False
10589,0.0,0.0,0.8365438443563098,0.0361798493256095,0.0,0.0,0.0,0.0,0.0,0.1272763063180807,0.0,0.0,11.760000000000002,2.8289304003097056,2.4090143709581686,False
10632,0.0,0.0147886446136041,0.8281665699843895,0.0,0.0,0.0,0.0,0.0,0.0,0.1570447854020063,0.0,0.0,11.77,2.836471217087929,2.421530353196847,False
10681,0.0,0.0,0.9527360459316946,0.0,0.0,0.0,0.0,0.0,0.0391727172840242,0.0080912367842811,0.0,0.0,7.92,2.803194343984881,2.4277759609539253,False
10695,0.0,0.0,0.8028252654113679,0.0,0.0,0.1261984590083598,0.0,0.0,0.0709762755802723,0.0,0.0,0.0,7.0,2.7634402841543717,2.381334510692924,False
10703,0.0,0.0134057386394945,0.9436178637501564,0.0,0.0,0.0,0.0,0.0,0.0,0.0429763976103488,0.0,0.0,6.59,2.801416309190708,2.426197861145789,False
10704,0.0086005413492978,0.0,0.7922525747554631,0.0,0.1991468838952391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.07,2.791017679289439,2.330366208046961,False
